timestamp,material_id,demand,base_demand,structured_bias
2026-01-01 21:00:00,M005,14,14,-0.2597
2026-01-01 22:00:00,M001,15,15,-0.3713
2026-01-01 22:00:00,M004,30,30,0.2894
2026-01-01 22:00:00,M005,15,15,0.1754
2026-01-01 23:00:00,M001,15,15,-0.3169
2026-01-01 23:00:00,M004,30,30,-0.4444
2026-01-01 23:00:00,M005,15,15,0.1781
2026-01-02 00:00:00,M001,14,14,-0.2445
2026-01-02 00:00:00,M004,28,28,-0.3839
2026-01-02 00:00:00,M005,14,14,0.1132
2026-01-02 01:00:00,M001,14,14,-0.369
2026-01-02 01:00:00,M004,28,28,-0.3748
2026-01-02 01:00:00,M005,14,14,0.4633
2026-01-02 02:00:00,M006,8,8,0.2031
2026-01-02 02:00:00,M007,9,8,0.6522
2026-01-02 02:00:00,M008,16,16,-0.4106
2026-01-02 03:00:00,M001,16,16,-0.1819
2026-01-02 03:00:00,M002,16,16,-0.3241
2026-01-02 03:00:00,M003,32,32,-0.1287
2026-01-02 04:00:00,M001,16,16,-0.4018
2026-01-02 04:00:00,M002,16,16,-0.0362
2026-01-02 04:00:00,M003,32,32,-0.146
2026-01-02 05:00:00,M001,16,17,-0.6728
2026-01-02 05:00:00,M002,17,17,-0.2514
2026-01-02 05:00:00,M003,34,34,-0.2763
2026-01-02 06:00:00,M001,18,18,-0.4537
2026-01-02 06:00:00,M002,18,18,0.2401
2026-01-02 06:00:00,M003,36,36,-0.0396
2026-01-02 07:00:00,M001,18,19,-0.7862
2026-01-02 07:00:00,M002,19,19,0.1499
2026-01-02 07:00:00,M003,38,38,-0.0222
2026-01-02 08:00:00,M001,20,20,-0.1161
2026-01-02 08:00:00,M002,20,20,0.3177
2026-01-02 08:00:00,M003,40,40,0.3876
2026-01-02 09:00:00,M001,20,20,-0.2548
2026-01-02 09:00:00,M002,20,20,0.1996
2026-01-02 09:00:00,M003,41,40,0.6172
2026-01-02 10:00:00,M006,9,9,0.0655
2026-01-02 10:00:00,M007,9,9,0.3204
2026-01-02 10:00:00,M008,18,18,0.1879
2026-01-02 11:00:00,M006,9,9,0.1938
2026-01-02 11:00:00,M007,10,9,0.5948
2026-01-02 11:00:00,M008,18,18,0.3063
2026-01-02 12:00:00,M006,8,8,-0.0835
2026-01-02 12:00:00,M007,8,8,0.2927
2026-01-02 12:00:00,M008,16,16,0.1014
2026-01-02 13:00:00,M001,18,18,-0.4832
2026-01-02 13:00:00,M002,18,18,0.4593
2026-01-02 13:00:00,M003,37,36,0.6467
2026-01-02 14:00:00,M001,12,12,0.0486
2026-01-02 14:00:00,M004,24,24,0.2767
2026-01-02 14:00:00,M005,12,12,0.2182
2026-01-02 15:00:00,M001,12,12,0.1629
2026-01-02 15:00:00,M004,24,24,-0.1168
2026-01-02 15:00:00,M005,12,12,0.0766
2026-01-02 16:00:00,M001,16,16,0.2457
2026-01-02 16:00:00,M002,17,16,0.7923
2026-01-02 16:00:00,M003,32,32,0.376
2026-01-02 17:00:00,M001,16,16,0.0493
2026-01-02 17:00:00,M002,16,16,0.315
2026-01-02 17:00:00,M003,32,32,0.146
2026-01-02 18:00:00,M006,5,5,-0.1878
2026-01-02 18:00:00,M007,5,5,-0.2865
2026-01-02 18:00:00,M008,10,10,-0.0761
2026-01-02 19:00:00,M001,15,15,0.1542
2026-01-02 19:00:00,M002,16,15,0.5241
2026-01-02 19:00:00,M003,30,30,-0.2998
2026-01-02 20:00:00,M006,5,5,0.0845
2026-01-02 20:00:00,M007,5,5,-0.1738
2026-01-02 20:00:00,M008,10,10,0.1394
2026-01-02 21:00:00,M006,7,7,-0.3171
2026-01-02 21:00:00,M007,7,7,-0.3252
2026-01-02 21:00:00,M008,14,14,-0.143
2026-01-02 22:00:00,M006,7,8,-0.7448
2026-01-02 22:00:00,M007,8,8,-0.4165
2026-01-02 22:00:00,M008,15,16,-0.5649
2026-01-02 23:00:00,M006,8,9,-0.8188
2026-01-02 23:00:00,M007,9,9,-0.0697
2026-01-02 23:00:00,M008,18,18,-0.4798
2026-01-03 00:00:00,M006,8,8,-0.3401
2026-01-03 00:00:00,M007,8,8,-0.0307
2026-01-03 00:00:00,M008,16,16,-0.4516
2026-01-03 01:00:00,M001,12,12,0.0602
2026-01-03 01:00:00,M004,23,24,-0.9563
2026-01-03 01:00:00,M005,12,12,-0.1401
2026-01-03 02:00:00,M006,7,7,-0.2725
2026-01-03 02:00:00,M007,7,7,-0.0771
2026-01-03 02:00:00,M008,13,14,-0.9082
2026-01-03 03:00:00,M001,17,17,-0.2095
2026-01-03 03:00:00,M002,18,17,0.5051
2026-01-03 03:00:00,M003,33,34,-0.7041
2026-01-03 04:00:00,M001,11,12,-0.5604
2026-01-03 04:00:00,M004,23,24,-0.7369
2026-01-03 04:00:00,M005,12,12,-0.043
2026-01-03 05:00:00,M001,11,12,-0.5551
2026-01-03 05:00:00,M004,23,24,-0.9264
2026-01-03 05:00:00,M005,12,12,0.1756
2026-01-03 06:00:00,M001,13,13,0.0574
2026-01-03 06:00:00,M004,26,26,-0.305
2026-01-03 06:00:00,M005,13,13,-0.141
2026-01-03 07:00:00,M001,17,17,-0.4431
2026-01-03 07:00:00,M002,17,17,0.3108
2026-01-03 07:00:00,M003,34,34,-0.2182
2026-01-03 08:00:00,M006,8,8,0.1476
2026-01-03 08:00:00,M007,8,8,0.4506
2026-01-03 08:00:00,M008,15,16,-0.9218
2026-01-03 09:00:00,M006,9,9,0.1823
2026-01-03 09:00:00,M007,9,9,0.4288
2026-01-03 09:00:00,M008,17,18,-0.9723
2026-01-03 10:00:00,M001,14,14,-0.0946
2026-01-03 10:00:00,M004,28,28,0.1071
2026-01-03 10:00:00,M005,14,14,0.1204
2026-01-03 11:00:00,M001,14,14,-0.1567
2026-01-03 11:00:00,M004,28,28,0.0007
2026-01-03 11:00:00,M005,14,14,0.3325
2026-01-03 12:00:00,M001,14,14,0.1966
2026-01-03 12:00:00,M004,28,28,0.1592
2026-01-03 12:00:00,M005,14,14,0.2083
2026-01-03 13:00:00,M001,15,15,0.2106
2026-01-03 13:00:00,M004,30,30,0.4214
2026-01-03 13:00:00,M005,15,15,0.4916
2026-01-03 14:00:00,M001,16,15,0.5715
2026-01-03 14:00:00,M004,30,30,0.3522
2026-01-03 14:00:00,M005,16,15,0.7905
2026-01-03 15:00:00,M001,21,20,0.8296
2026-01-03 15:00:00,M002,21,20,0.6232
2026-01-03 15:00:00,M003,40,40,0.3275
2026-01-03 16:00:00,M006,8,8,0.3776
2026-01-03 16:00:00,M007,8,8,-0.0939
2026-01-03 16:00:00,M008,15,16,-1.176
2026-01-03 17:00:00,M006,8,8,-0.0277
2026-01-03 17:00:00,M007,8,8,-0.483
2026-01-03 17:00:00,M008,15,16,-0.9896
2026-01-03 18:00:00,M006,10,10,-0.2502
2026-01-03 18:00:00,M007,9,10,-0.5797
2026-01-03 18:00:00,M008,19,20,-0.9999
2026-01-03 19:00:00,M006,10,10,0.1668
2026-01-03 19:00:00,M007,10,10,-0.1113
2026-01-03 19:00:00,M008,19,20,-1.1442
2026-01-03 20:00:00,M006,10,10,0.1036
2026-01-03 20:00:00,M007,9,10,-0.6887
2026-01-03 20:00:00,M008,19,20,-0.9625
2026-01-03 21:00:00,M006,10,10,-0.476
2026-01-03 21:00:00,M007,9,10,-0.5171
2026-01-03 21:00:00,M008,20,20,-0.3276
2026-01-03 22:00:00,M001,15,14,0.505
2026-01-03 22:00:00,M004,28,28,0.313
2026-01-03 22:00:00,M005,15,14,0.7504
2026-01-03 23:00:00,M006,8,8,0.0882
2026-01-03 23:00:00,M007,8,8,-0.3402
2026-01-03 23:00:00,M008,16,16,0.2257
2026-01-04 00:00:00,M001,16,16,-0.1482
2026-01-04 00:00:00,M002,16,16,-0.1018
2026-01-04 00:00:00,M003,32,32,0.0045
2026-01-04 01:00:00,M001,16,16,-0.3456
2026-01-04 01:00:00,M002,16,16,-0.2875
2026-01-04 01:00:00,M003,32,32,-0.0626
2026-01-04 02:00:00,M001,11,11,-0.1952
2026-01-04 02:00:00,M004,22,22,-0.0106
2026-01-04 02:00:00,M005,11,11,0.1657
2026-01-04 03:00:00,M001,12,12,-0.4327
2026-01-04 03:00:00,M004,24,24,0.0495
2026-01-04 03:00:00,M005,12,12,0.2081
2026-01-04 04:00:00,M001,12,12,-0.0894
2026-01-04 04:00:00,M004,24,24,0.1823
2026-01-04 04:00:00,M005,12,12,0.3021
2026-01-04 05:00:00,M006,7,7,0.3621
2026-01-04 05:00:00,M007,7,7,-0.1832
2026-01-04 05:00:00,M008,14,14,-0.1008
2026-01-04 06:00:00,M006,8,7,0.5558
2026-01-04 06:00:00,M007,7,7,-0.4337
2026-01-04 06:00:00,M008,14,14,0.0302
2026-01-04 07:00:00,M001,12,12,-0.2352
2026-01-04 07:00:00,M004,24,24,0.3601
2026-01-04 07:00:00,M005,12,12,0.2265
2026-01-04 08:00:00,M001,13,13,0.0334
2026-01-04 08:00:00,M004,26,26,0.2629
2026-01-04 08:00:00,M005,14,13,0.5085
2026-01-04 09:00:00,M001,18,18,-0.0777
2026-01-04 09:00:00,M002,18,18,-0.2915
2026-01-04 09:00:00,M003,37,36,0.6125
2026-01-04 10:00:00,M001,19,19,-0.1154
2026-01-04 10:00:00,M002,19,19,-0.0156
2026-01-04 10:00:00,M003,39,38,0.9906
2026-01-04 11:00:00,M001,19,19,0.3189
2026-01-04 11:00:00,M002,19,19,0.0961
2026-01-04 11:00:00,M003,39,38,0.6252
2026-01-04 12:00:00,M006,8,8,0.3998
2026-01-04 12:00:00,M007,8,8,-0.1472
2026-01-04 12:00:00,M008,16,16,0.3505
2026-01-04 13:00:00,M001,13,13,0.1893
2026-01-04 13:00:00,M004,26,26,0.1358
2026-01-04 13:00:00,M005,14,13,0.7154
2026-01-04 14:00:00,M001,14,14,-0.083
2026-01-04 14:00:00,M004,28,28,0.2996
2026-01-04 14:00:00,M005,14,14,0.0804
2026-01-04 15:00:00,M001,14,14,-0.131
2026-01-04 15:00:00,M004,29,28,0.7462
2026-01-04 15:00:00,M005,14,14,0.024
2026-01-04 16:00:00,M001,19,19,0.1405
2026-01-04 16:00:00,M002,19,19,0.3625
2026-01-04 16:00:00,M003,39,38,1.0054
2026-01-04 17:00:00,M001,19,19,-0.3133
2026-01-04 17:00:00,M002,19,19,0.0338
2026-01-04 17:00:00,M003,39,38,0.5907
2026-01-04 18:00:00,M001,19,19,0.0491
2026-01-04 18:00:00,M002,19,19,-0.4306
2026-01-04 18:00:00,M003,38,38,0.1901
2026-01-04 19:00:00,M001,20,20,-0.108
2026-01-04 19:00:00,M002,19,20,-0.6043
2026-01-04 19:00:00,M003,41,40,0.5009
2026-01-04 20:00:00,M001,20,20,0.0734
2026-01-04 20:00:00,M002,20,20,-0.4096
2026-01-04 20:00:00,M003,40,40,0.3399
2026-01-04 21:00:00,M001,20,20,-0.0086
2026-01-04 21:00:00,M002,20,20,-0.3439
2026-01-04 21:00:00,M003,41,40,0.5072
2026-01-04 22:00:00,M001,20,20,0.4062
2026-01-04 22:00:00,M002,20,20,0.0489
2026-01-04 22:00:00,M003,40,40,0.3901
2026-01-04 23:00:00,M001,19,19,0.3788
2026-01-04 23:00:00,M002,19,19,0.2225
2026-01-04 23:00:00,M003,38,38,0.3624
2026-01-05 00:00:00,M006,8,8,0.2845
2026-01-05 00:00:00,M007,8,8,0.0545
2026-01-05 00:00:00,M008,16,16,0.0422
2026-01-05 01:00:00,M006,8,8,0.0378
2026-01-05 01:00:00,M007,8,8,-0.0098
2026-01-05 01:00:00,M008,16,16,0.1283
2026-01-05 02:00:00,M006,8,8,0.1228
2026-01-05 02:00:00,M007,8,8,-0.3256
2026-01-05 02:00:00,M008,16,16,0.1381
2026-01-05 03:00:00,M001,12,12,-0.1485
2026-01-05 03:00:00,M004,24,24,0.4121
2026-01-05 03:00:00,M005,12,12,-0.0583
2026-01-05 04:00:00,M001,12,12,0.31
2026-01-05 04:00:00,M004,24,24,0.1103
2026-01-05 04:00:00,M005,12,12,-0.1467
2026-01-05 05:00:00,M001,12,12,0.0282
2026-01-05 05:00:00,M004,24,24,-0.2255
2026-01-05 05:00:00,M005,12,12,-0.1294
2026-01-05 06:00:00,M001,12,12,-0.1354
2026-01-05 06:00:00,M004,24,24,-0.049
2026-01-05 06:00:00,M005,11,12,-0.5104
2026-01-05 07:00:00,M001,16,16,-0.0031
2026-01-05 07:00:00,M002,16,16,0.2837
2026-01-05 07:00:00,M003,32,32,0.2218
2026-01-05 08:00:00,M001,12,12,0.4719
2026-01-05 08:00:00,M004,24,24,0.354
2026-01-05 08:00:00,M005,12,12,-0.3067
2026-01-05 09:00:00,M001,12,12,0.3926
2026-01-05 09:00:00,M004,24,24,0.1456
2026-01-05 09:00:00,M005,11,12,-0.69
2026-01-05 10:00:00,M001,13,13,0.2362
2026-01-05 10:00:00,M004,26,26,-0.1313
2026-01-05 10:00:00,M005,12,13,-0.6019
2026-01-05 11:00:00,M001,14,14,0.0169
2026-01-05 11:00:00,M004,28,28,-0.1094
2026-01-05 11:00:00,M005,14,14,-0.3508
2026-01-05 12:00:00,M001,14,14,0.0508
2026-01-05 12:00:00,M004,28,28,-0.0811
2026-01-05 12:00:00,M005,14,14,0.0888
2026-01-05 13:00:00,M001,14,14,0.0345
2026-01-05 13:00:00,M004,28,28,0.1818
2026-01-05 13:00:00,M005,14,14,0.0878
2026-01-05 14:00:00,M001,14,14,0.0225
2026-01-05 14:00:00,M004,29,28,0.7155
2026-01-05 14:00:00,M005,14,14,0.0222
2026-01-05 15:00:00,M001,15,15,-0.3126
2026-01-05 15:00:00,M004,31,30,0.7456
2026-01-05 15:00:00,M005,15,15,0.2911
2026-01-05 16:00:00,M001,14,14,0.0424
2026-01-05 16:00:00,M004,28,28,0.4137
2026-01-05 16:00:00,M005,14,14,0.0321
2026-01-05 17:00:00,M001,14,14,0.2961
2026-01-05 17:00:00,M004,28,28,0.3123
2026-01-05 17:00:00,M005,14,14,-0.2405
2026-01-05 18:00:00,M001,13,13,0.4239
2026-01-05 18:00:00,M004,27,26,0.6142
2026-01-05 18:00:00,M005,13,13,-0.2116
2026-01-05 19:00:00,M001,13,13,0.4646
2026-01-05 19:00:00,M004,27,26,0.6739
2026-01-05 19:00:00,M005,13,13,-0.4325
2026-01-05 20:00:00,M001,13,13,0.4299
2026-01-05 20:00:00,M004,26,26,0.389
2026-01-05 20:00:00,M005,13,13,-0.3755
2026-01-05 21:00:00,M006,7,7,0.3187
2026-01-05 21:00:00,M007,7,7,-0.1676
2026-01-05 21:00:00,M008,15,14,0.5333
2026-01-05 22:00:00,M001,13,12,0.6826
2026-01-05 22:00:00,M004,24,24,0.2811
2026-01-05 22:00:00,M005,12,12,-0.2327
2026-01-05 23:00:00,M001,12,12,0.4627
2026-01-05 23:00:00,M004,24,24,0.454
2026-01-05 23:00:00,M005,12,12,-0.0362
2026-01-06 00:00:00,M001,16,16,-0.0008
2026-01-06 00:00:00,M002,16,16,0.0121
2026-01-06 00:00:00,M003,32,32,-0.1692
2026-01-06 01:00:00,M001,16,16,-0.0498
2026-01-06 01:00:00,M002,16,16,0.1331
2026-01-06 01:00:00,M003,32,32,-0.179
2026-01-06 02:00:00,M001,17,17,-0.0184
2026-01-06 02:00:00,M002,17,17,-0.0591
2026-01-06 02:00:00,M003,34,34,-0.222
2026-01-06 03:00:00,M001,18,18,0.1034
2026-01-06 03:00:00,M002,18,18,0.142
2026-01-06 03:00:00,M003,36,36,-0.4473
2026-01-06 04:00:00,M001,17,17,-0.0892
2026-01-06 04:00:00,M002,17,17,0.0891
2026-01-06 04:00:00,M003,34,34,-0.2097
2026-01-06 05:00:00,M001,18,18,-0.0484
2026-01-06 05:00:00,M002,18,18,0.0009
2026-01-06 05:00:00,M003,36,36,-0.1535
2026-01-06 06:00:00,M001,19,19,0.0736
2026-01-06 06:00:00,M002,19,19,-0.0384
2026-01-06 06:00:00,M003,38,38,0.1603
2026-01-06 07:00:00,M001,19,19,0.3634
2026-01-06 07:00:00,M002,19,19,-0.4374
2026-01-06 07:00:00,M003,38,38,-0.0649
2026-01-06 08:00:00,M001,20,19,0.8364
2026-01-06 08:00:00,M002,19,19,0.2816
2026-01-06 08:00:00,M003,38,38,0.4669
2026-01-06 09:00:00,M001,21,20,0.5006
2026-01-06 09:00:00,M002,20,20,0.1332
2026-01-06 09:00:00,M003,41,40,0.8372
2026-01-06 10:00:00,M001,21,20,0.8087
2026-01-06 10:00:00,M002,20,20,0.0635
2026-01-06 10:00:00,M003,41,40,0.8944
2026-01-06 11:00:00,M001,20,19,0.5226
2026-01-06 11:00:00,M002,19,19,-0.0279
2026-01-06 11:00:00,M003,39,38,0.9574
2026-01-06 12:00:00,M001,19,19,-0.2594
2026-01-06 12:00:00,M002,19,19,0.3689
2026-01-06 12:00:00,M003,39,38,0.6815
2026-01-06 13:00:00,M001,18,19,-0.5174
2026-01-06 13:00:00,M002,20,19,0.6483
2026-01-06 13:00:00,M003,39,38,0.7013
2026-01-06 14:00:00,M001,20,20,-0.3944
2026-01-06 14:00:00,M002,21,20,0.8166
2026-01-06 14:00:00,M003,40,40,0.2792
2026-01-06 15:00:00,M001,14,15,-0.7482
2026-01-06 15:00:00,M004,31,30,0.5513
2026-01-06 15:00:00,M005,15,15,-0.1268
2026-01-06 16:00:00,M006,10,9,0.7336
2026-01-06 16:00:00,M007,9,9,0.4121
2026-01-06 16:00:00,M008,18,18,0.0512
2026-01-06 17:00:00,M001,16,17,-0.8678
2026-01-06 17:00:00,M002,17,17,0.4927
2026-01-06 17:00:00,M003,34,34,0.066
2026-01-06 18:00:00,M001,16,17,-0.8388
2026-01-06 18:00:00,M002,18,17,0.5753
2026-01-06 18:00:00,M003,34,34,-0.0445
2026-01-06 19:00:00,M001,11,12,-0.5117
2026-01-06 19:00:00,M004,24,24,0.0548
2026-01-06 19:00:00,M005,12,12,0.191
2026-01-06 20:00:00,M001,13,13,0.3778
2026-01-06 20:00:00,M004,26,26,0.0032
2026-01-06 20:00:00,M005,13,13,0.1655
2026-01-06 21:00:00,M001,15,14,0.5725
2026-01-06 21:00:00,M004,28,28,0.4797
2026-01-06 21:00:00,M005,15,14,0.5238
2026-01-06 22:00:00,M001,15,14,0.7383
2026-01-06 22:00:00,M004,28,28,0.3362
2026-01-06 22:00:00,M005,15,14,0.6245
2026-01-06 23:00:00,M001,14,13,0.6363
2026-01-06 23:00:00,M004,26,26,-0.1395
2026-01-06 23:00:00,M005,13,13,0.4672
2026-01-07 00:00:00,M001,18,18,0.249
2026-01-07 00:00:00,M002,18,18,0.2066
2026-01-07 00:00:00,M003,36,36,-0.4967
2026-01-07 01:00:00,M001,18,18,-0.0872
2026-01-07 01:00:00,M002,18,18,-0.0864
2026-01-07 01:00:00,M003,36,36,-0.1777
2026-01-07 02:00:00,M001,18,18,0.1506
2026-01-07 02:00:00,M002,18,18,0.223
2026-01-07 02:00:00,M003,35,36,-0.6267
2026-01-07 03:00:00,M006,7,7,0.2023
2026-01-07 03:00:00,M007,7,7,-0.0008
2026-01-07 03:00:00,M008,14,14,0.2093
2026-01-07 04:00:00,M006,7,7,0.1893
2026-01-07 04:00:00,M007,7,7,0.0746
2026-01-07 04:00:00,M008,14,14,0.0453
2026-01-07 05:00:00,M006,8,8,-0.2983
2026-01-07 05:00:00,M007,8,8,-0.3471
2026-01-07 05:00:00,M008,16,16,0.1575
2026-01-07 06:00:00,M006,8,9,-1.0469
2026-01-07 06:00:00,M007,9,9,-0.3867
2026-01-07 06:00:00,M008,18,18,0.421
2026-01-07 07:00:00,M006,8,9,-0.6606
2026-01-07 07:00:00,M007,9,9,-0.011
2026-01-07 07:00:00,M008,18,18,-0.1465
2026-01-07 08:00:00,M006,10,10,-0.452
2026-01-07 08:00:00,M007,10,10,-0.1844
2026-01-07 08:00:00,M008,20,20,-0.0493
2026-01-07 09:00:00,M006,10,10,-0.0441
2026-01-07 09:00:00,M007,10,10,-0.025
2026-01-07 09:00:00,M008,20,20,-0.021
2026-01-07 10:00:00,M006,10,10,0.1243
2026-01-07 10:00:00,M007,10,10,-0.1698
2026-01-07 10:00:00,M008,20,20,-0.2197
2026-01-07 11:00:00,M006,10,10,0.0907
2026-01-07 11:00:00,M007,10,10,-0.3913
2026-01-07 11:00:00,M008,20,20,0.1655
2026-01-07 12:00:00,M001,20,19,0.6986
2026-01-07 12:00:00,M002,19,19,0.3634
2026-01-07 12:00:00,M003,38,38,-0.0074
2026-01-07 13:00:00,M001,19,19,0.371
2026-01-07 13:00:00,M002,19,19,0.1131
2026-01-07 13:00:00,M003,38,38,0.3138
2026-01-07 14:00:00,M001,20,20,0.3489
2026-01-07 14:00:00,M002,20,20,0.232
2026-01-07 14:00:00,M003,40,40,0.4691
2026-01-07 15:00:00,M006,8,8,-0.2063
2026-01-07 15:00:00,M007,8,8,0.4967
2026-01-07 15:00:00,M008,16,16,-0.0653
2026-01-07 16:00:00,M001,14,13,0.629
2026-01-07 16:00:00,M004,26,26,-0.171
2026-01-07 16:00:00,M005,13,13,0.3006
2026-01-07 17:00:00,M001,13,13,0.1274
2026-01-07 17:00:00,M004,26,26,-0.1723
2026-01-07 17:00:00,M005,13,13,0.1595
2026-01-07 18:00:00,M006,8,8,0.2877
2026-01-07 18:00:00,M007,9,8,0.6129
2026-01-07 18:00:00,M008,16,16,0.3116
2026-01-07 19:00:00,M006,8,8,0.2052
2026-01-07 19:00:00,M007,9,8,0.589
2026-01-07 19:00:00,M008,16,16,0.1652
2026-01-07 20:00:00,M006,10,9,0.8336
2026-01-07 20:00:00,M007,9,9,0.4866
2026-01-07 20:00:00,M008,18,18,0.1175
2026-01-07 21:00:00,M006,10,10,0.1746
2026-01-07 21:00:00,M007,10,10,0.1574
2026-01-07 21:00:00,M008,20,20,-0.134
2026-01-07 22:00:00,M006,9,9,0.0643
2026-01-07 22:00:00,M007,9,9,0.3708
2026-01-07 22:00:00,M008,18,18,0.0819
2026-01-07 23:00:00,M006,9,9,0.0832
2026-01-07 23:00:00,M007,9,9,-0.0392
2026-01-07 23:00:00,M008,18,18,-0.1512
2026-01-08 00:00:00,M006,9,9,-0.093
2026-01-08 00:00:00,M007,9,9,-0.4314
2026-01-08 00:00:00,M008,18,18,0.2466
2026-01-08 01:00:00,M006,8,8,-0.3758
2026-01-08 01:00:00,M007,8,8,-0.3385
2026-01-08 01:00:00,M008,16,16,0.4124
2026-01-08 02:00:00,M001,12,12,-0.0596
2026-01-08 02:00:00,M004,24,24,-0.0378
2026-01-08 02:00:00,M005,12,12,-0.4248
2026-01-08 03:00:00,M001,13,13,0.1442
2026-01-08 03:00:00,M004,26,26,0.4097
2026-01-08 03:00:00,M005,13,13,-0.1666
2026-01-08 04:00:00,M001,13,13,-0.0393
2026-01-08 04:00:00,M004,26,26,0.3648
2026-01-08 04:00:00,M005,13,13,0.2339
2026-01-08 05:00:00,M001,13,13,0.0582
2026-01-08 05:00:00,M004,26,26,0.2098
2026-01-08 05:00:00,M005,13,13,0.1103
2026-01-08 06:00:00,M001,14,14,-0.0207
2026-01-08 06:00:00,M004,28,28,0.1706
2026-01-08 06:00:00,M005,14,14,-0.0053
2026-01-08 07:00:00,M001,14,14,-0.2434
2026-01-08 07:00:00,M004,28,28,0.0902
2026-01-08 07:00:00,M005,14,14,-0.423
2026-01-08 08:00:00,M001,14,14,0.0493
2026-01-08 08:00:00,M004,28,28,0.4141
2026-01-08 08:00:00,M005,14,14,-0.377
2026-01-08 09:00:00,M006,7,7,-0.4524
2026-01-08 09:00:00,M007,7,7,-0.103
2026-01-08 09:00:00,M008,15,14,0.6329
2026-01-08 10:00:00,M001,12,12,0.0707
2026-01-08 10:00:00,M004,24,24,0.3512
2026-01-08 10:00:00,M005,12,12,-0.176
2026-01-08 11:00:00,M001,13,13,0.1647
2026-01-08 11:00:00,M004,26,26,0.4567
2026-01-08 11:00:00,M005,13,13,-0.3442
2026-01-08 12:00:00,M001,13,13,0.1542
2026-01-08 12:00:00,M004,26,26,0.2242
2026-01-08 12:00:00,M005,13,13,0.0434
2026-01-08 13:00:00,M006,7,7,-0.2142
2026-01-08 13:00:00,M007,7,7,-0.2845
2026-01-08 13:00:00,M008,15,14,0.5805
2026-01-08 14:00:00,M006,8,8,-0.2534
2026-01-08 14:00:00,M007,8,8,-0.2717
2026-01-08 14:00:00,M008,17,16,0.8963
2026-01-08 15:00:00,M006,9,9,-0.2785
2026-01-08 15:00:00,M007,9,9,0.2517
2026-01-08 15:00:00,M008,20,18,1.7178
2026-01-08 16:00:00,M006,10,10,-0.3453
2026-01-08 16:00:00,M007,10,10,-0.1014
2026-01-08 16:00:00,M008,21,20,1.3753
2026-01-08 17:00:00,M006,9,9,-0.1687
2026-01-08 17:00:00,M007,9,9,0.1307
2026-01-08 17:00:00,M008,19,18,0.8896
2026-01-08 18:00:00,M001,14,14,0.2462
2026-01-08 18:00:00,M004,28,28,-0.2274
2026-01-08 18:00:00,M005,14,14,0.1291
2026-01-08 19:00:00,M001,14,14,-0.1565
2026-01-08 19:00:00,M004,28,28,0.0385
2026-01-08 19:00:00,M005,14,14,0.3294
2026-01-08 20:00:00,M001,15,15,0.117
2026-01-08 20:00:00,M004,30,30,0.0987
2026-01-08 20:00:00,M005,15,15,0.3582
2026-01-08 21:00:00,M001,15,15,0.3552
2026-01-08 21:00:00,M004,30,30,-0.4612
2026-01-08 21:00:00,M005,15,15,0.1353
2026-01-08 22:00:00,M001,16,16,-0.3332
2026-01-08 22:00:00,M004,32,32,-0.3982
2026-01-08 22:00:00,M005,16,16,0.343
2026-01-08 23:00:00,M001,15,15,-0.3914
