task_id,timestamp,material,start,destination,quantity,priority
63,2026-01-04 11:00:00,M008,智能仓库,工位3,22,2
64,2026-01-04 16:00:00,M003,智能仓库,工位4,39,1
65,2026-01-04 17:00:00,M003,智能仓库,工位5,39,2
66,2026-01-04 18:00:00,M004,智能仓库,工位4,33,1
67,2026-01-04 19:00:00,M004,智能仓库,工位1,31,1
68,2026-01-04 20:00:00,M004,智能仓库,工位1,28,2
69,2026-01-04 21:00:00,M004,智能仓库,工位2,28,3
70,2026-01-04 22:00:00,M004,智能仓库,工位4,30,1
71,2026-01-05 04:00:00,M003,智能仓库,工位3,38,3
72,2026-01-05 05:00:00,M003,智能仓库,工位3,38,3
73,2026-01-05 06:00:00,M004,智能仓库,工位1,28,3
74,2026-01-05 07:00:00,M004,智能仓库,工位5,26,2
75,2026-01-05 08:00:00,M004,智能仓库,工位3,28,1
76,2026-01-05 09:00:00,M004,智能仓库,工位2,31,2
77,2026-01-05 10:00:00,M004,智能仓库,工位5,31,1
78,2026-01-05 11:00:00,M004,智能仓库,工位1,30,1
79,2026-01-05 12:00:00,M004,智能仓库,工位2,28,1
80,2026-01-05 13:00:00,M003,智能仓库,工位4,39,1
81,2026-01-05 14:00:00,M004,智能仓库,工位3,28,3
82,2026-01-05 15:00:00,M004,智能仓库,工位5,28,2
83,2026-01-05 16:00:00,M004,智能仓库,工位4,28,3
84,2026-01-05 17:00:00,M003,智能仓库,工位2,38,3
85,2026-01-05 18:00:00,M001,智能仓库,工位1,21,1
86,2026-01-05 18:00:00,M002,智能仓库,工位3,21,2
87,2026-01-05 18:00:00,M003,智能仓库,工位4,42,3
88,2026-01-05 19:00:00,M001,智能仓库,工位4,21,2
89,2026-01-05 19:00:00,M002,智能仓库,工位5,22,1
90,2026-01-05 19:00:00,M003,智能仓库,工位2,42,2
91,2026-01-05 20:00:00,M001,智能仓库,工位1,21,2
92,2026-01-05 20:00:00,M002,智能仓库,工位4,22,3
93,2026-01-05 20:00:00,M003,智能仓库,工位5,42,2
94,2026-01-05 21:00:00,M008,智能仓库,工位2,22,3
95,2026-01-05 23:00:00,M003,智能仓库,工位5,38,1
96,2026-01-06 00:00:00,M003,智能仓库,工位2,38,2
97,2026-01-06 01:00:00,M001,智能仓库,工位5,21,1
98,2026-01-06 01:00:00,M002,智能仓库,工位1,21,3
99,2026-01-06 01:00:00,M003,智能仓库,工位2,41,2
100,2026-01-06 02:00:00,M004,智能仓库,工位2,29,1
101,2026-01-06 03:00:00,M003,智能仓库,工位3,39,3
102,2026-01-06 04:00:00,M003,智能仓库,工位2,39,2
103,2026-01-06 05:00:00,M003,智能仓库,工位5,37,2
104,2026-01-06 06:00:00,M003,智能仓库,工位1,39,2
105,2026-01-06 07:00:00,M003,智能仓库,工位2,39,3
106,2026-01-06 08:00:00,M001,智能仓库,工位5,22,2
107,2026-01-06 08:00:00,M002,智能仓库,工位2,22,3
108,2026-01-06 08:00:00,M003,智能仓库,工位3,44,3
109,2026-01-06 09:00:00,M001,智能仓库,工位5,22,1
110,2026-01-06 09:00:00,M002,智能仓库,工位5,21,3
111,2026-01-06 09:00:00,M003,智能仓库,工位2,42,3
112,2026-01-06 10:00:00,M001,智能仓库,工位5,23,1
113,2026-01-06 10:00:00,M002,智能仓库,工位2,22,3
114,2026-01-06 10:00:00,M003,智能仓库,工位5,44,3
115,2026-01-06 11:00:00,M004,智能仓库,工位5,30,2
116,2026-01-06 12:00:00,M001,智能仓库,工位5,22,1
117,2026-01-06 12:00:00,M002,智能仓库,工位1,21,1
118,2026-01-06 12:00:00,M003,智能仓库,工位1,42,3
119,2026-01-06 13:00:00,M001,智能仓库,工位5,22,2
120,2026-01-06 13:00:00,M002,智能仓库,工位2,22,3
121,2026-01-06 13:00:00,M003,智能仓库,工位4,44,3
122,2026-01-06 14:00:00,M001,智能仓库,工位1,23,2
123,2026-01-06 14:00:00,M002,智能仓库,工位5,22,2
124,2026-01-06 14:00:00,M003,智能仓库,工位3,44,2
125,2026-01-06 15:00:00,M001,智能仓库,工位2,21,3
126,2026-01-06 15:00:00,M002,智能仓库,工位4,22,2
127,2026-01-06 15:00:00,M003,智能仓库,工位4,42,1
128,2026-01-06 16:00:00,M001,智能仓库,工位1,21,1
129,2026-01-06 16:00:00,M002,智能仓库,工位4,21,2
130,2026-01-06 16:00:00,M003,智能仓库,工位4,42,2
131,2026-01-06 17:00:00,M004,智能仓库,工位2,30,2
132,2026-01-06 18:00:00,M004,智能仓库,工位5,28,1
133,2026-01-06 19:00:00,M004,智能仓库,工位3,28,3
134,2026-01-06 20:00:00,M003,智能仓库,工位3,36,3
135,2026-01-06 21:00:00,M003,智能仓库,工位3,38,2
136,2026-01-06 23:00:00,M003,智能仓库,工位2,40,2
137,2026-01-07 03:00:00,M003,智能仓库,工位5,36,3
138,2026-01-07 04:00:00,M003,智能仓库,工位1,38,2
139,2026-01-07 05:00:00,M004,智能仓库,工位2,30,2
140,2026-01-07 06:00:00,M004,智能仓库,工位1,27,2
141,2026-01-07 07:00:00,M004,智能仓库,工位4,27,1
142,2026-01-07 08:00:00,M003,智能仓库,工位2,41,1
143,2026-01-07 09:00:00,M001,智能仓库,工位1,21,2
144,2026-01-07 09:00:00,M002,智能仓库,工位4,21,3
145,2026-01-07 09:00:00,M003,智能仓库,工位4,43,1
146,2026-01-07 10:00:00,M003,智能仓库,工位2,40,2
147,2026-01-07 12:00:00,M004,智能仓库,工位5,30,3
148,2026-01-07 13:00:00,M004,智能仓库,工位3,30,1
149,2026-01-07 14:00:00,M001,智能仓库,工位2,22,2
150,2026-01-07 14:00:00,M002,智能仓库,工位5,21,2
151,2026-01-07 14:00:00,M003,智能仓库,工位4,42,2
152,2026-01-07 15:00:00,M001,智能仓库,工位4,22,1
153,2026-01-07 15:00:00,M002,智能仓库,工位1,21,2
154,2026-01-07 15:00:00,M003,智能仓库,工位5,42,2
155,2026-01-07 16:00:00,M003,智能仓库,工位2,40,1
156,2026-01-07 17:00:00,M003,智能仓库,工位5,40,2
157,2026-01-07 18:00:00,M003,智能仓库,工位1,40,1
158,2026-01-07 19:00:00,M004,智能仓库,工位3,30,2
159,2026-01-07 20:00:00,M004,智能仓库,工位5,32,3
160,2026-01-07 21:00:00,M004,智能仓库,工位4,32,2
161,2026-01-07 23:00:00,M001,智能仓库,工位5,21,1
162,2026-01-07 23:00:00,M002,智能仓库,工位1,21,2
163,2026-01-07 23:00:00,M003,智能仓库,工位2,42,2
164,2026-01-08 00:00:00,M004,智能仓库,工位3,27,2
165,2026-01-08 01:00:00,M004,智能仓库,工位3,29,1
166,2026-01-08 02:00:00,M008,智能仓库,工位4,21,1
167,2026-01-08 03:00:00,M003,智能仓库,工位5,38,3
168,2026-01-08 04:00:00,M003,智能仓库,工位2,39,2
169,2026-01-08 05:00:00,M003,智能仓库,工位5,40,2
170,2026-01-08 06:00:00,M004,智能仓库,工位1,32,2
171,2026-01-08 07:00:00,M008,智能仓库,工位5,24,2
172,2026-01-08 08:00:00,M008,智能仓库,工位5,24,2
173,2026-01-08 09:00:00,M008,智能仓库,工位5,23,3
174,2026-01-08 11:00:00,M008,智能仓库,工位5,21,1
175,2026-01-08 12:00:00,M004,智能仓库,工位2,30,1
176,2026-01-08 13:00:00,M004,智能仓库,工位4,30,2
177,2026-01-08 14:00:00,M004,智能仓库,工位3,32,3
178,2026-01-08 15:00:00,M004,智能仓库,工位3,32,1
179,2026-01-08 16:00:00,M004,智能仓库,工位2,32,3
180,2026-01-08 17:00:00,M004,智能仓库,工位5,33,2
181,2026-01-08 18:00:00,M004,智能仓库,工位5,31,1
182,2026-01-08 19:00:00,M004,智能仓库,工位1,35,1
183,2026-01-08 20:00:00,M008,智能仓库,工位2,27,3
184,2026-01-08 21:00:00,M001,智能仓库,工位3,21,2
185,2026-01-08 21:00:00,M002,智能仓库,工位5,21,2
186,2026-01-08 21:00:00,M003,智能仓库,工位2,42,3
187,2026-01-08 22:00:00,M004,智能仓库,工位5,29,1
188,2026-01-08 23:00:00,M004,智能仓库,工位3,30,3
189,2026-01-09 00:00:00,M004,智能仓库,工位3,29,1
190,2026-01-09 01:00:00,M004,智能仓库,工位4,30,3
191,2026-01-09 02:00:00,M003,智能仓库,工位3,39,3
192,2026-01-09 03:00:00,M003,智能仓库,工位3,40,3
193,2026-01-09 05:00:00,M004,智能仓库,工位5,26,3
194,2026-01-09 06:00:00,M004,智能仓库,工位4,26,3
195,2026-01-09 07:00:00,M004,智能仓库,工位5,28,2
196,2026-01-09 08:00:00,M004,智能仓库,工位4,30,1
197,2026-01-09 09:00:00,M004,智能仓库,工位3,28,2
198,2026-01-09 10:00:00,M003,智能仓库,工位1,41,2
199,2026-01-09 11:00:00,M001,智能仓库,工位5,21,2
200,2026-01-09 11:00:00,M002,智能仓库,工位1,21,3
201,2026-01-09 11:00:00,M003,智能仓库,工位4,42,2
202,2026-01-09 12:00:00,M003,智能仓库,工位5,40,3
203,2026-01-09 13:00:00,M003,智能仓库,工位2,40,3
204,2026-01-09 14:00:00,M003,智能仓库,工位1,40,3
205,2026-01-09 15:00:00,M003,智能仓库,工位4,40,1
206,2026-01-09 16:00:00,M003,智能仓库,工位5,40,3
207,2026-01-09 17:00:00,M003,智能仓库,工位5,39,2
208,2026-01-09 18:00:00,M001,智能仓库,工位2,21,3
209,2026-01-09 18:00:00,M002,智能仓库,工位2,21,1
210,2026-01-09 18:00:00,M003,智能仓库,工位5,41,3
211,2026-01-09 19:00:00,M001,智能仓库,工位1,21,1
212,2026-01-09 19:00:00,M002,智能仓库,工位1,21,2
213,2026-01-09 19:00:00,M003,智能仓库,工位3,42,2
214,2026-01-09 20:00:00,M002,智能仓库,工位2,21,2
215,2026-01-09 20:00:00,M003,智能仓库,工位2,40,2
216,2026-01-09 21:00:00,M003,智能仓库,工位5,38,3
217,2026-01-09 22:00:00,M003,智能仓库,工位4,40,3
218,2026-01-09 23:00:00,M003,智能仓库,工位1,40,3
219,2026-01-10 00:00:00,M004,智能仓库,工位2,29,3
220,2026-01-10 01:00:00,M004,智能仓库,工位2,35,3
221,2026-01-10 02:00:00,M004,智能仓库,工位3,33,3
222,2026-01-10 03:00:00,M004,智能仓库,工位4,35,3
223,2026-01-10 04:00:00,M004,智能仓库,工位4,33,2
224,2026-01-10 05:00:00,M004,智能仓库,工位2,33,2
225,2026-01-10 06:00:00,M004,智能仓库,工位5,31,2
226,2026-01-10 07:00:00,M004,智能仓库,工位5,33,2
227,2026-01-10 08:00:00,M001,智能仓库,工位3,21,3
228,2026-01-10 08:00:00,M002,智能仓库,工位4,21,1
229,2026-01-10 08:00:00,M003,智能仓库,工位2,42,2
230,2026-01-10 09:00:00,M001,智能仓库,工位5,22,2
231,2026-01-10 09:00:00,M002,智能仓库,工位2,21,2
232,2026-01-10 09:00:00,M003,智能仓库,工位3,42,3
233,2026-01-10 10:00:00,M001,智能仓库,工位2,22,3
234,2026-01-10 10:00:00,M002,智能仓库,工位4,21,2
235,2026-01-10 10:00:00,M003,智能仓库,工位4,42,2
236,2026-01-10 11:00:00,M001,智能仓库,工位5,22,3
237,2026-01-10 11:00:00,M002,智能仓库,工位3,21,2
238,2026-01-10 11:00:00,M003,智能仓库,工位1,43,3
239,2026-01-10 12:00:00,M001,智能仓库,工位5,23,2
240,2026-01-10 12:00:00,M002,智能仓库,工位4,22,2
241,2026-01-10 12:00:00,M003,智能仓库,工位2,45,2
242,2026-01-10 13:00:00,M003,智能仓库,工位1,41,2
243,2026-01-10 14:00:00,M001,智能仓库,工位1,22,2
244,2026-01-10 14:00:00,M002,智能仓库,工位4,22,3
245,2026-01-10 14:00:00,M003,智能仓库,工位3,43,3
246,2026-01-10 15:00:00,M002,智能仓库,工位4,21,1
247,2026-01-10 15:00:00,M003,智能仓库,工位2,40,3
248,2026-01-10 18:00:00,M004,智能仓库,工位3,30,3
249,2026-01-10 19:00:00,M004,智能仓库,工位3,28,1
250,2026-01-10 23:00:00,M001,智能仓库,工位1,21,3
251,2026-01-10 23:00:00,M003,智能仓库,工位5,40,1
252,2026-01-11 00:00:00,M003,智能仓库,工位2,38,1
253,2026-01-11 01:00:00,M003,智能仓库,工位5,36,1
254,2026-01-11 02:00:00,M003,智能仓库,工位2,40,1
255,2026-01-11 03:00:00,M003,智能仓库,工位1,39,2
256,2026-01-11 04:00:00,M003,智能仓库,工位3,36,3
257,2026-01-11 05:00:00,M003,智能仓库,工位4,37,1
258,2026-01-11 06:00:00,M003,智能仓库,工位2,38,1
259,2026-01-11 08:00:00,M002,智能仓库,工位5,21,1
260,2026-01-11 08:00:00,M003,智能仓库,工位4,40,3
261,2026-01-11 09:00:00,M002,智能仓库,工位4,21,2
262,2026-01-11 09:00:00,M003,智能仓库,工位2,40,2
263,2026-01-11 11:00:00,M004,智能仓库,工位3,32,2
264,2026-01-11 12:00:00,M002,智能仓库,工位1,21,1
265,2026-01-11 12:00:00,M003,智能仓库,工位5,40,1
266,2026-01-11 13:00:00,M002,智能仓库,工位5,21,3
267,2026-01-11 13:00:00,M003,智能仓库,工位1,40,1
268,2026-01-11 14:00:00,M002,智能仓库,工位4,21,1
269,2026-01-11 14:00:00,M003,智能仓库,工位1,40,2
270,2026-01-11 15:00:00,M002,智能仓库,工位4,21,1
271,2026-01-11 15:00:00,M003,智能仓库,工位3,40,1
272,2026-01-11 16:00:00,M004,智能仓库,工位1,32,2
273,2026-01-11 17:00:00,M001,智能仓库,工位5,21,3
274,2026-01-11 17:00:00,M002,智能仓库,工位1,21,2
275,2026-01-11 17:00:00,M003,智能仓库,工位3,42,2
276,2026-01-11 18:00:00,M003,智能仓库,工位5,40,3
277,2026-01-11 19:00:00,M003,智能仓库,工位4,40,1
278,2026-01-11 20:00:00,M001,智能仓库,工位5,22,2
279,2026-01-11 20:00:00,M002,智能仓库,工位3,22,1
280,2026-01-11 20:00:00,M003,智能仓库,工位1,44,2
281,2026-01-11 21:00:00,M001,智能仓库,工位2,22,3
282,2026-01-11 21:00:00,M002,智能仓库,工位4,22,3
283,2026-01-11 21:00:00,M003,智能仓库,工位3,44,3
284,2026-01-11 22:00:00,M001,智能仓库,工位2,21,1
285,2026-01-11 22:00:00,M002,智能仓库,工位3,21,2
286,2026-01-11 22:00:00,M003,智能仓库,工位5,42,3
287,2026-01-11 23:00:00,M001,智能仓库,工位2,21,1
288,2026-01-11 23:00:00,M003,智能仓库,工位5,40,3
289,2026-01-12 00:00:00,M008,智能仓库,工位4,22,2
290,2026-01-12 01:00:00,M004,智能仓库,工位5,28,2
291,2026-01-12 03:00:00,M001,智能仓库,工位1,21,2
292,2026-01-12 03:00:00,M003,智能仓库,工位1,39,1
293,2026-01-12 04:00:00,M003,智能仓库,工位2,37,2
294,2026-01-12 05:00:00,M004,智能仓库,工位3,28,1
295,2026-01-12 06:00:00,M003,智能仓库,工位1,34,2
296,2026-01-12 07:00:00,M003,智能仓库,工位4,34,1
297,2026-01-12 08:00:00,M003,智能仓库,工位4,36,2
298,2026-01-12 09:00:00,M003,智能仓库,工位3,36,2
299,2026-01-12 10:00:00,M002,智能仓库,工位5,21,3
300,2026-01-12 10:00:00,M003,智能仓库,工位5,41,1
301,2026-01-12 11:00:00,M004,智能仓库,工位3,28,3
302,2026-01-12 12:00:00,M004,智能仓库,工位3,28,3
303,2026-01-12 13:00:00,M003,智能仓库,工位2,38,1
304,2026-01-12 14:00:00,M001,智能仓库,工位1,21,2
305,2026-01-12 14:00:00,M002,智能仓库,工位3,21,1
306,2026-01-12 14:00:00,M003,智能仓库,工位4,42,3
307,2026-01-12 16:00:00,M001,智能仓库,工位5,21,3
308,2026-01-12 16:00:00,M002,智能仓库,工位3,21,3
309,2026-01-12 16:00:00,M003,智能仓库,工位1,42,3
310,2026-01-12 17:00:00,M003,智能仓库,工位3,40,2
311,2026-01-12 18:00:00,M003,智能仓库,工位5,38,1
312,2026-01-12 19:00:00,M004,智能仓库,工位2,30,1
313,2026-01-13 00:00:00,M003,智能仓库,工位4,37,1
314,2026-01-13 02:00:00,M008,智能仓库,工位4,21,3
315,2026-01-13 03:00:00,M004,智能仓库,工位5,28,2
316,2026-01-13 04:00:00,M008,智能仓库,工位4,22,3
317,2026-01-13 07:00:00,M003,智能仓库,工位5,39,2
318,2026-01-13 08:00:00,M004,智能仓库,工位5,32,3
319,2026-01-13 09:00:00,M004,智能仓库,工位2,30,1
320,2026-01-13 10:00:00,M004,智能仓库,工位5,29,1
321,2026-01-13 11:00:00,M004,智能仓库,工位5,29,2
322,2026-01-13 12:00:00,M004,智能仓库,工位5,28,3
323,2026-01-13 13:00:00,M004,智能仓库,工位3,30,1
324,2026-01-13 14:00:00,M004,智能仓库,工位5,32,1
325,2026-01-13 15:00:00,M008,智能仓库,工位1,21,3
326,2026-01-13 16:00:00,M008,智能仓库,工位5,22,1
327,2026-01-13 17:00:00,M008,智能仓库,工位5,22,3
328,2026-01-13 18:00:00,M008,智能仓库,工位2,22,1
329,2026-01-13 19:00:00,M004,智能仓库,工位3,32,3
330,2026-01-13 21:00:00,M008,智能仓库,工位4,21,1
331,2026-01-13 23:00:00,M008,智能仓库,工位2,22,3
332,2026-01-14 02:00:00,M004,智能仓库,工位5,31,2
333,2026-01-14 05:00:00,M004,智能仓库,工位1,30,3
334,2026-01-14 06:00:00,M003,智能仓库,工位4,39,1
335,2026-01-14 07:00:00,M003,智能仓库,工位4,39,1
336,2026-01-14 08:00:00,M001,智能仓库,工位5,22,2
337,2026-01-14 08:00:00,M002,智能仓库,工位4,22,3
338,2026-01-14 08:00:00,M003,智能仓库,工位1,44,3
339,2026-01-14 09:00:00,M008,智能仓库,工位4,24,3
340,2026-01-14 10:00:00,M004,智能仓库,工位3,36,3
341,2026-01-14 11:00:00,M004,智能仓库,工位1,34,2
342,2026-01-14 12:00:00,M004,智能仓库,工位3,34,1
343,2026-01-14 13:00:00,M004,智能仓库,工位2,32,3
344,2026-01-14 14:00:00,M008,智能仓库,工位1,25,1
345,2026-01-14 15:00:00,M004,智能仓库,工位4,32,2
346,2026-01-14 16:00:00,M008,智能仓库,工位1,22,3
347,2026-01-14 17:00:00,M008,智能仓库,工位1,22,1
348,2026-01-14 19:00:00,M008,智能仓库,工位4,24,1
349,2026-01-14 23:00:00,M008,智能仓库,工位3,22,2
350,2026-01-15 00:00:00,M004,智能仓库,工位2,32,1
351,2026-01-15 01:00:00,M003,智能仓库,工位4,39,2
352,2026-01-15 02:00:00,M004,智能仓库,工位4,30,2
353,2026-01-15 03:00:00,M004,智能仓库,工位4,28,2
354,2026-01-15 04:00:00,M004,智能仓库,工位1,28,3
355,2026-01-15 07:00:00,M001,智能仓库,工位5,21,1
356,2026-01-15 07:00:00,M003,智能仓库,工位3,40,1
357,2026-01-15 08:00:00,M001,智能仓库,工位2,21,3
358,2026-01-15 08:00:00,M002,智能仓库,工位4,21,3
359,2026-01-15 08:00:00,M003,智能仓库,工位2,40,3
360,2026-01-15 09:00:00,M003,智能仓库,工位2,40,1
361,2026-01-15 10:00:00,M001,智能仓库,工位1,22,2
362,2026-01-15 10:00:00,M002,智能仓库,工位4,21,3
363,2026-01-15 10:00:00,M003,智能仓库,工位5,42,2
364,2026-01-15 11:00:00,M003,智能仓库,工位5,40,2
365,2026-01-15 12:00:00,M003,智能仓库,工位2,38,1
366,2026-01-15 13:00:00,M003,智能仓库,工位4,40,2
367,2026-01-15 14:00:00,M001,智能仓库,工位2,22,2
368,2026-01-15 14:00:00,M002,智能仓库,工位2,21,3
369,2026-01-15 14:00:00,M003,智能仓库,工位1,43,1
370,2026-01-15 17:00:00,M001,智能仓库,工位4,21,3
371,2026-01-15 17:00:00,M003,智能仓库,工位1,40,1
372,2026-01-15 18:00:00,M003,智能仓库,工位2,39,1
373,2026-01-15 19:00:00,M003,智能仓库,工位1,36,3
374,2026-01-15 20:00:00,M004,智能仓库,工位1,26,2
375,2026-01-15 21:00:00,M004,智能仓库,工位5,26,3
376,2026-01-15 22:00:00,M004,智能仓库,工位1,28,1
377,2026-01-16 00:00:00,M008,智能仓库,工位1,22,2
378,2026-01-16 05:00:00,M004,智能仓库,工位4,28,1
379,2026-01-16 06:00:00,M004,智能仓库,工位5,28,1
380,2026-01-16 07:00:00,M003,智能仓库,工位1,38,1
381,2026-01-16 08:00:00,M004,智能仓库,工位5,30,2
382,2026-01-16 09:00:00,M004,智能仓库,工位2,34,3
383,2026-01-16 10:00:00,M004,智能仓库,工位5,32,2
384,2026-01-16 11:00:00,M004,智能仓库,工位5,32,3
385,2026-01-16 12:00:00,M004,智能仓库,工位3,34,1
386,2026-01-16 13:00:00,M008,智能仓库,工位3,21,1
387,2026-01-16 14:00:00,M008,智能仓库,工位5,22,1
388,2026-01-16 15:00:00,M008,智能仓库,工位4,22,2
389,2026-01-16 16:00:00,M008,智能仓库,工位3,21,1
390,2026-01-16 18:00:00,M001,智能仓库,工位5,21,3
391,2026-01-16 18:00:00,M003,智能仓库,工位2,40,3
392,2026-01-16 19:00:00,M003,智能仓库,工位4,40,3
393,2026-01-16 20:00:00,M001,智能仓库,工位4,21,1
394,2026-01-16 20:00:00,M002,智能仓库,工位3,21,3
395,2026-01-16 20:00:00,M003,智能仓库,工位4,42,3
396,2026-01-16 21:00:00,M004,智能仓库,工位3,34,3
397,2026-01-16 22:00:00,M008,智能仓库,工位4,26,2
398,2026-01-16 23:00:00,M008,智能仓库,工位2,24,2
399,2026-01-17 00:00:00,M008,智能仓库,工位4,23,1
400,2026-01-17 01:00:00,M008,智能仓库,工位5,22,2
401,2026-01-17 02:00:00,M008,智能仓库,工位2,24,1
402,2026-01-17 03:00:00,M008,智能仓库,工位3,22,3
403,2026-01-17 06:00:00,M003,智能仓库,工位2,36,2
404,2026-01-17 07:00:00,M003,智能仓库,工位1,36,3
405,2026-01-17 08:00:00,M003,智能仓库,工位4,36,2
406,2026-01-17 09:00:00,M003,智能仓库,工位5,38,3
407,2026-01-17 10:00:00,M003,智能仓库,工位2,41,2
408,2026-01-17 11:00:00,M001,智能仓库,工位2,22,2
409,2026-01-17 11:00:00,M002,智能仓库,工位2,22,2
410,2026-01-17 11:00:00,M003,智能仓库,工位1,44,2
411,2026-01-17 12:00:00,M001,智能仓库,工位3,22,1
412,2026-01-17 12:00:00,M002,智能仓库,工位5,22,3
413,2026-01-17 12:00:00,M003,智能仓库,工位2,44,1
414,2026-01-17 13:00:00,M001,智能仓库,工位3,21,2
415,2026-01-17 13:00:00,M002,智能仓库,工位5,21,3
416,2026-01-17 13:00:00,M003,智能仓库,工位1,42,1
417,2026-01-17 14:00:00,M001,智能仓库,工位2,21,3
418,2026-01-17 14:00:00,M002,智能仓库,工位5,21,1
419,2026-01-17 14:00:00,M003,智能仓库,工位4,42,1
420,2026-01-17 15:00:00,M004,智能仓库,工位3,32,2
421,2026-01-17 16:00:00,M004,智能仓库,工位1,28,1
422,2026-01-17 17:00:00,M004,智能仓库,工位2,32,3
423,2026-01-17 18:00:00,M004,智能仓库,工位1,34,3
424,2026-01-17 19:00:00,M008,智能仓库,工位4,22,1
425,2026-01-17 23:00:00,M004,智能仓库,工位5,32,3
426,2026-01-18 00:00:00,M004,智能仓库,工位2,28,2
427,2026-01-18 01:00:00,M004,智能仓库,工位2,26,3
428,2026-01-18 03:00:00,M003,智能仓库,工位3,38,2
429,2026-01-18 04:00:00,M003,智能仓库,工位4,36,2
430,2026-01-18 05:00:00,M003,智能仓库,工位5,38,3
431,2026-01-18 06:00:00,M003,智能仓库,工位3,38,2
432,2026-01-18 07:00:00,M003,智能仓库,工位3,38,2
433,2026-01-18 08:00:00,M003,智能仓库,工位5,40,2
434,2026-01-18 09:00:00,M004,智能仓库,工位4,33,1
435,2026-01-18 10:00:00,M001,智能仓库,工位4,21,2
436,2026-01-18 10:00:00,M002,智能仓库,工位2,21,2
