timestamp,production_output,planned_production_output,production_priority,shift_factor,hour_factor,M001_demand,M002_demand,M003_demand,M004_demand,M005_demand,M006_demand,M007_demand,M008_demand,M001_stock,M002_stock,M003_stock,M004_stock,M005_stock,M006_stock,M007_stock,M008_stock,task_count,hour,weekday
2026-01-02 01:00:00,8,10,1,0.97,0.98,0,0,0,0,0,8,8,16,0.0,0.0,0.0,0.0,0.0,165.0,167.0,437.0,0.0,1,4
2026-01-02 02:00:00,17,20,2,0.97,0.98,17,16,34,0,0,0,0,0,192.0,225.0,147.0,0.0,0.0,0.0,0.0,0.0,1.0,2,4
2026-01-02 03:00:00,16,20,2,0.97,0.98,16,15,32,0,0,0,0,0,176.0,210.0,115.0,0.0,0.0,0.0,0.0,0.0,1.0,3,4
2026-01-02 04:00:00,9,10,3,0.97,0.98,0,0,0,0,0,9,9,18,0.0,0.0,0.0,0.0,0.0,156.0,158.0,419.0,0.0,4,4
2026-01-02 05:00:00,9,10,1,0.97,0.98,0,0,0,0,0,9,9,18,0.0,0.0,0.0,0.0,0.0,147.0,149.0,401.0,0.0,5,4
2026-01-02 06:00:00,9,10,1,0.97,1.0,0,0,0,0,0,9,9,18,0.0,0.0,0.0,0.0,0.0,138.0,140.0,383.0,0.0,6,4
2026-01-02 07:00:00,18,20,1,0.97,1.0,18,18,36,0,0,0,0,0,158.0,192.0,500.0,0.0,0.0,0.0,0.0,0.0,1.0,7,4
2026-01-02 08:00:00,9,10,2,1.02,1.0,0,0,0,0,0,9,9,18,0.0,0.0,0.0,0.0,0.0,129.0,131.0,365.0,0.0,8,4
2026-01-02 09:00:00,9,10,2,1.02,1.015,0,0,0,0,0,10,9,18,0.0,0.0,0.0,0.0,0.0,119.0,122.0,347.0,0.0,9,4
2026-01-02 10:00:00,9,10,2,1.02,1.015,0,0,0,0,0,9,9,19,0.0,0.0,0.0,0.0,0.0,110.0,113.0,328.0,0.0,10,4
2026-01-02 11:00:00,9,10,2,1.02,1.015,0,0,0,0,0,9,9,18,0.0,0.0,0.0,0.0,0.0,101.0,104.0,310.0,0.0,11,4
2026-01-02 12:00:00,19,20,3,1.02,1.0,19,19,38,0,0,0,0,0,139.0,173.0,462.0,0.0,0.0,0.0,0.0,0.0,1.0,12,4
2026-01-02 13:00:00,19,20,3,1.02,1.0,19,19,38,0,0,0,0,0,120.0,154.0,424.0,0.0,0.0,0.0,0.0,0.0,1.0,13,4
2026-01-02 14:00:00,14,15,2,1.02,1.02,14,0,0,28,14,0,0,0,106.0,0.0,0.0,208.0,254.0,0.0,0.0,0.0,1.0,14,4
2026-01-02 15:00:00,16,15,3,1.02,1.02,16,0,0,32,16,0,0,0,500.0,0.0,0.0,176.0,238.0,0.0,0.0,0.0,1.0,15,4
2026-01-02 16:00:00,16,15,1,1.0,1.02,16,0,0,32,16,0,0,0,484.0,0.0,0.0,144.0,222.0,0.0,0.0,0.0,1.0,16,4
2026-01-02 17:00:00,14,15,1,1.0,1.0,14,0,0,28,14,0,0,0,470.0,0.0,0.0,116.0,208.0,0.0,0.0,0.0,1.0,17,4
2026-01-02 18:00:00,15,15,1,1.0,1.0,16,0,0,30,15,0,0,0,454.0,0.0,0.0,500.0,193.0,0.0,0.0,0.0,1.0,18,4
2026-01-02 19:00:00,9,10,2,1.0,1.0,0,0,0,0,0,9,9,18,0.0,0.0,0.0,0.0,0.0,500.0,500.0,292.0,0.0,19,4
2026-01-02 20:00:00,10,10,3,1.0,1.0,0,0,0,0,0,10,10,20,0.0,0.0,0.0,0.0,0.0,490.0,490.0,272.0,0.0,20,4
2026-01-02 21:00:00,13,15,1,1.0,1.0,13,0,0,26,13,0,0,0,441.0,0.0,0.0,474.0,180.0,0.0,0.0,0.0,1.0,21,4
2026-01-02 22:00:00,13,15,2,1.0,1.0,13,0,0,26,13,0,0,0,428.0,0.0,0.0,448.0,167.0,0.0,0.0,0.0,1.0,22,4
2026-01-02 23:00:00,8,10,1,1.0,1.0,0,0,0,0,0,8,8,16,0.0,0.0,0.0,0.0,0.0,482.0,482.0,256.0,0.0,23,4
2026-01-03 00:00:00,9,10,1,0.97,1.0,0,0,0,0,0,9,9,17,0.0,0.0,0.0,0.0,0.0,473.0,473.0,239.0,0.0,0,5
2026-01-03 01:00:00,14,15,3,0.97,0.98,14,0,0,28,14,0,0,0,414.0,0.0,0.0,420.0,153.0,0.0,0.0,0.0,1.0,1,5
2026-01-03 02:00:00,14,15,3,0.97,0.98,14,0,0,28,14,0,0,0,400.0,0.0,0.0,392.0,139.0,0.0,0.0,0.0,1.0,2,5
2026-01-03 03:00:00,14,15,1,0.97,0.98,14,0,0,28,14,0,0,0,386.0,0.0,0.0,364.0,125.0,0.0,0.0,0.0,1.0,3,5
2026-01-03 04:00:00,17,20,3,0.97,0.98,17,17,34,0,0,0,0,0,369.0,137.0,390.0,0.0,0.0,0.0,0.0,0.0,1.0,4,5
2026-01-03 05:00:00,17,20,1,0.97,0.98,17,17,34,0,0,0,0,0,352.0,120.0,356.0,0.0,0.0,0.0,0.0,0.0,1.0,5,5
2026-01-03 06:00:00,13,15,3,0.97,1.0,13,0,0,26,13,0,0,0,339.0,0.0,0.0,338.0,112.0,0.0,0.0,0.0,1.0,6,5
2026-01-03 07:00:00,14,15,3,0.97,1.0,13,0,0,28,14,0,0,0,326.0,0.0,0.0,310.0,500.0,0.0,0.0,0.0,1.0,7,5
2026-01-03 08:00:00,15,15,1,1.02,1.0,15,0,0,30,15,0,0,0,311.0,0.0,0.0,280.0,485.0,0.0,0.0,0.0,1.0,8,5
2026-01-03 09:00:00,14,15,3,1.02,1.015,14,0,0,29,15,0,0,0,297.0,0.0,0.0,251.0,470.0,0.0,0.0,0.0,1.0,9,5
2026-01-03 10:00:00,10,10,3,1.02,1.015,0,0,0,0,0,10,10,19,0.0,0.0,0.0,0.0,0.0,463.0,463.0,220.0,0.0,10,5
2026-01-03 11:00:00,20,20,3,1.02,1.015,20,20,41,0,0,0,0,0,277.0,100.0,315.0,0.0,0.0,0.0,0.0,0.0,1.0,11,5
2026-01-03 12:00:00,9,10,3,1.02,1.0,0,0,0,0,0,9,9,18,0.0,0.0,0.0,0.0,0.0,454.0,454.0,202.0,0.0,12,5
2026-01-03 13:00:00,10,10,2,1.02,1.0,0,0,0,0,0,10,11,20,0.0,0.0,0.0,0.0,0.0,444.0,443.0,182.0,0.0,13,5
2026-01-03 14:00:00,11,10,2,1.02,1.02,0,0,0,0,0,11,12,22,0.0,0.0,0.0,0.0,0.0,433.0,431.0,160.0,1.0,14,5
2026-01-03 15:00:00,12,10,3,1.02,1.02,0,0,0,0,0,13,13,24,0.0,0.0,0.0,0.0,0.0,420.0,418.0,136.0,1.0,15,5
2026-01-03 16:00:00,15,15,3,1.0,1.02,15,0,0,31,16,0,0,0,262.0,0.0,0.0,220.0,454.0,0.0,0.0,0.0,1.0,16,5
2026-01-03 17:00:00,20,20,3,1.0,1.0,20,20,41,0,0,0,0,0,242.0,500.0,274.0,0.0,0.0,0.0,0.0,0.0,1.0,17,5
2026-01-03 18:00:00,20,20,3,1.0,1.0,20,20,40,0,0,0,0,0,222.0,480.0,234.0,0.0,0.0,0.0,0.0,0.0,1.0,18,5
2026-01-03 19:00:00,21,20,1,1.0,1.0,21,22,42,0,0,0,0,0,201.0,458.0,192.0,0.0,0.0,0.0,0.0,0.0,3.0,19,5
2026-01-03 20:00:00,20,20,1,1.0,1.0,20,20,40,0,0,0,0,0,181.0,438.0,152.0,0.0,0.0,0.0,0.0,0.0,1.0,20,5
2026-01-03 21:00:00,20,20,3,1.0,1.0,21,20,40,0,0,0,0,0,160.0,418.0,112.0,0.0,0.0,0.0,0.0,0.0,2.0,21,5
2026-01-03 22:00:00,9,10,2,1.0,1.0,0,0,0,0,0,9,10,18,0.0,0.0,0.0,0.0,0.0,411.0,408.0,118.0,0.0,22,5
2026-01-03 23:00:00,8,10,2,1.0,1.0,0,0,0,0,0,9,8,16,0.0,0.0,0.0,0.0,0.0,402.0,400.0,102.0,0.0,23,5
2026-01-04 00:00:00,14,15,1,0.97,1.0,14,0,0,29,14,0,0,0,146.0,0.0,0.0,191.0,440.0,0.0,0.0,0.0,1.0,0,6
2026-01-04 01:00:00,15,15,3,0.97,0.98,15,0,0,30,15,0,0,0,131.0,0.0,0.0,161.0,425.0,0.0,0.0,0.0,1.0,1,6
2026-01-04 02:00:00,19,20,3,0.97,0.98,19,19,38,0,0,0,0,0,112.0,399.0,500.0,0.0,0.0,0.0,0.0,0.0,1.0,2,6
2026-01-04 03:00:00,20,20,1,0.97,0.98,20,20,40,0,0,0,0,0,500.0,379.0,460.0,0.0,0.0,0.0,0.0,0.0,1.0,3,6
2026-01-04 04:00:00,15,15,1,0.97,0.98,15,0,0,30,15,0,0,0,485.0,0.0,0.0,131.0,410.0,0.0,0.0,0.0,1.0,4,6
2026-01-04 05:00:00,15,15,3,0.97,0.98,15,0,0,30,15,0,0,0,470.0,0.0,0.0,101.0,395.0,0.0,0.0,0.0,1.0,5,6
2026-01-04 06:00:00,15,15,3,0.97,1.0,15,0,0,31,15,0,0,0,455.0,0.0,0.0,500.0,380.0,0.0,0.0,0.0,1.0,6,6
2026-01-04 07:00:00,11,10,1,0.97,1.0,0,0,0,0,0,11,11,22,0.0,0.0,0.0,0.0,0.0,391.0,389.0,500.0,1.0,7,6
2026-01-04 08:00:00,22,20,3,1.02,1.0,22,22,44,0,0,0,0,0,433.0,357.0,416.0,0.0,0.0,0.0,0.0,0.0,3.0,8,6
2026-01-04 09:00:00,23,20,3,1.02,1.015,23,23,47,0,0,0,0,0,410.0,334.0,369.0,0.0,0.0,0.0,0.0,0.0,3.0,9,6
2026-01-04 10:00:00,20,20,2,1.02,1.015,20,20,41,0,0,0,0,0,390.0,314.0,328.0,0.0,0.0,0.0,0.0,0.0,1.0,10,6
2026-01-04 11:00:00,11,10,1,1.02,1.015,0,0,0,0,0,11,11,22,0.0,0.0,0.0,0.0,0.0,380.0,378.0,478.0,1.0,11,6
2026-01-04 12:00:00,10,10,1,1.02,1.0,0,0,0,0,0,10,10,20,0.0,0.0,0.0,0.0,0.0,370.0,368.0,458.0,0.0,12,6
2026-01-04 13:00:00,10,10,3,1.02,1.0,0,0,0,0,0,10,10,20,0.0,0.0,0.0,0.0,0.0,360.0,358.0,438.0,0.0,13,6
2026-01-04 14:00:00,10,10,3,1.02,1.02,0,0,0,0,0,10,10,20,0.0,0.0,0.0,0.0,0.0,350.0,348.0,418.0,0.0,14,6
2026-01-04 15:00:00,9,10,1,1.02,1.02,0,0,0,0,0,9,9,18,0.0,0.0,0.0,0.0,0.0,341.0,339.0,400.0,0.0,15,6
2026-01-04 16:00:00,19,20,1,1.0,1.02,19,19,39,0,0,0,0,0,371.0,295.0,289.0,0.0,0.0,0.0,0.0,0.0,1.0,16,6
2026-01-04 17:00:00,19,20,1,1.0,1.0,19,19,39,0,0,0,0,0,352.0,276.0,250.0,0.0,0.0,0.0,0.0,0.0,1.0,17,6
2026-01-04 18:00:00,16,15,3,1.0,1.0,16,0,0,33,16,0,0,0,336.0,0.0,0.0,467.0,364.0,0.0,0.0,0.0,1.0,18,6
2026-01-04 19:00:00,15,15,3,1.0,1.0,15,0,0,31,15,0,0,0,321.0,0.0,0.0,436.0,349.0,0.0,0.0,0.0,1.0,19,6
2026-01-04 20:00:00,14,15,3,1.0,1.0,14,0,0,28,14,0,0,0,307.0,0.0,0.0,408.0,335.0,0.0,0.0,0.0,1.0,20,6
2026-01-04 21:00:00,14,15,3,1.0,1.0,14,0,0,28,13,0,0,0,293.0,0.0,0.0,380.0,322.0,0.0,0.0,0.0,1.0,21,6
2026-01-04 22:00:00,15,15,1,1.0,1.0,14,0,0,30,15,0,0,0,279.0,0.0,0.0,350.0,307.0,0.0,0.0,0.0,1.0,22,6
2026-01-04 23:00:00,10,10,1,1.0,1.0,0,0,0,0,0,10,10,20,0.0,0.0,0.0,0.0,0.0,331.0,329.0,380.0,0.0,23,6
2026-01-05 00:00:00,10,10,3,0.97,1.0,0,0,0,0,0,10,10,20,0.0,0.0,0.0,0.0,0.0,321.0,319.0,360.0,0.0,0,0
2026-01-05 01:00:00,10,10,2,0.97,0.98,0,0,0,0,0,10,10,20,0.0,0.0,0.0,0.0,0.0,311.0,309.0,340.0,0.0,1,0
2026-01-05 02:00:00,10,10,3,0.97,0.98,0,0,0,0,0,10,9,20,0.0,0.0,0.0,0.0,0.0,301.0,300.0,320.0,0.0,2,0
2026-01-05 03:00:00,10,10,3,0.97,0.98,0,0,0,0,0,10,9,20,0.0,0.0,0.0,0.0,0.0,291.0,291.0,300.0,0.0,3,0
2026-01-05 04:00:00,19,20,1,0.97,0.98,19,19,38,0,0,0,0,0,260.0,257.0,212.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0
2026-01-05 05:00:00,19,20,2,0.97,0.98,19,19,38,0,0,0,0,0,241.0,238.0,174.0,0.0,0.0,0.0,0.0,0.0,1.0,5,0
2026-01-05 06:00:00,14,15,1,0.97,1.0,14,0,0,28,14,0,0,0,227.0,0.0,0.0,322.0,293.0,0.0,0.0,0.0,1.0,6,0
2026-01-05 07:00:00,13,15,3,0.97,1.0,13,0,0,26,13,0,0,0,214.0,0.0,0.0,296.0,280.0,0.0,0.0,0.0,1.0,7,0
2026-01-05 08:00:00,14,15,2,1.02,1.0,14,0,0,28,14,0,0,0,200.0,0.0,0.0,268.0,266.0,0.0,0.0,0.0,1.0,8,0
2026-01-05 09:00:00,15,15,2,1.02,1.015,15,0,0,31,15,0,0,0,185.0,0.0,0.0,237.0,251.0,0.0,0.0,0.0,1.0,9,0
2026-01-05 10:00:00,15,15,1,1.02,1.015,16,0,0,31,15,0,0,0,169.0,0.0,0.0,206.0,236.0,0.0,0.0,0.0,1.0,10,0
2026-01-05 11:00:00,15,15,3,1.02,1.015,15,0,0,30,15,0,0,0,154.0,0.0,0.0,176.0,221.0,0.0,0.0,0.0,1.0,11,0
2026-01-05 12:00:00,14,15,3,1.02,1.0,14,0,0,28,14,0,0,0,140.0,0.0,0.0,148.0,207.0,0.0,0.0,0.0,1.0,12,0
2026-01-05 13:00:00,19,20,1,1.02,1.0,20,20,39,0,0,0,0,0,120.0,218.0,135.0,0.0,0.0,0.0,0.0,0.0,1.0,13,0
2026-01-05 14:00:00,14,15,1,1.02,1.02,15,0,0,28,14,0,0,0,105.0,0.0,0.0,120.0,193.0,0.0,0.0,0.0,1.0,14,0
2026-01-05 15:00:00,14,15,2,1.02,1.02,14,0,0,28,14,0,0,0,500.0,0.0,0.0,500.0,179.0,0.0,0.0,0.0,1.0,15,0
2026-01-05 16:00:00,14,15,2,1.0,1.02,14,0,0,28,14,0,0,0,486.0,0.0,0.0,472.0,165.0,0.0,0.0,0.0,1.0,16,0
2026-01-05 17:00:00,19,20,2,1.0,1.0,20,19,38,0,0,0,0,0,466.0,199.0,500.0,0.0,0.0,0.0,0.0,0.0,1.0,17,0
2026-01-05 18:00:00,21,20,2,1.0,1.0,21,21,42,0,0,0,0,0,445.0,178.0,458.0,0.0,0.0,0.0,0.0,0.0,3.0,18,0
2026-01-05 19:00:00,21,20,2,1.0,1.0,21,22,42,0,0,0,0,0,424.0,156.0,416.0,0.0,0.0,0.0,0.0,0.0,3.0,19,0
2026-01-05 20:00:00,21,20,3,1.0,1.0,21,22,42,0,0,0,0,0,403.0,134.0,374.0,0.0,0.0,0.0,0.0,0.0,3.0,20,0
2026-01-05 21:00:00,11,10,1,1.0,1.0,0,0,0,0,0,11,11,22,0.0,0.0,0.0,0.0,0.0,280.0,280.0,278.0,1.0,21,0
2026-01-05 22:00:00,9,10,1,1.0,1.0,0,0,0,0,0,9,9,18,0.0,0.0,0.0,0.0,0.0,271.0,271.0,260.0,0.0,22,0
2026-01-05 23:00:00,19,20,3,1.0,1.0,19,19,38,0,0,0,0,0,384.0,115.0,336.0,0.0,0.0,0.0,0.0,0.0,1.0,23,0
2026-01-06 00:00:00,19,20,1,0.97,1.0,19,19,38,0,0,0,0,0,365.0,500.0,298.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
2026-01-06 01:00:00,21,20,3,0.97,0.98,21,21,41,0,0,0,0,0,344.0,479.0,257.0,0.0,0.0,0.0,0.0,0.0,3.0,1,1
2026-01-06 02:00:00,15,15,1,0.97,0.98,15,0,0,29,15,0,0,0,329.0,0.0,0.0,443.0,150.0,0.0,0.0,0.0,1.0,2,1
2026-01-06 03:00:00,20,20,1,0.97,0.98,20,20,39,0,0,0,0,0,309.0,459.0,218.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1
2026-01-06 04:00:00,20,20,1,0.97,0.98,20,20,39,0,0,0,0,0,289.0,439.0,179.0,0.0,0.0,0.0,0.0,0.0,1.0,4,1
2026-01-06 05:00:00,19,20,1,0.97,0.98,19,19,37,0,0,0,0,0,270.0,420.0,142.0,0.0,0.0,0.0,0.0,0.0,1.0,5,1
2026-01-06 06:00:00,20,20,3,0.97,1.0,20,20,39,0,0,0,0,0,250.0,400.0,103.0,0.0,0.0,0.0,0.0,0.0,1.0,6,1
2026-01-06 07:00:00,20,20,3,0.97,1.0,20,20,39,0,0,0,0,0,230.0,380.0,500.0,0.0,0.0,0.0,0.0,0.0,1.0,7,1
2026-01-06 08:00:00,22,20,1,1.02,1.0,22,22,44,0,0,0,0,0,208.0,358.0,456.0,0.0,0.0,0.0,0.0,0.0,3.0,8,1
2026-01-06 09:00:00,21,20,3,1.02,1.015,22,21,42,0,0,0,0,0,186.0,337.0,414.0,0.0,0.0,0.0,0.0,0.0,3.0,9,1
2026-01-06 10:00:00,22,20,2,1.02,1.015,23,22,44,0,0,0,0,0,163.0,315.0,370.0,0.0,0.0,0.0,0.0,0.0,3.0,10,1
2026-01-06 11:00:00,15,15,3,1.02,1.015,15,0,0,30,15,0,0,0,148.0,0.0,0.0,413.0,135.0,0.0,0.0,0.0,1.0,11,1
2026-01-06 12:00:00,21,20,2,1.02,1.0,22,21,42,0,0,0,0,0,126.0,294.0,328.0,0.0,0.0,0.0,0.0,0.0,3.0,12,1
2026-01-06 13:00:00,22,20,3,1.02,1.0,22,22,44,0,0,0,0,0,104.0,272.0,284.0,0.0,0.0,0.0,0.0,0.0,3.0,13,1
2026-01-06 14:00:00,22,20,2,1.02,1.02,23,22,44,0,0,0,0,0,500.0,250.0,240.0,0.0,0.0,0.0,0.0,0.0,3.0,14,1
2026-01-06 15:00:00,21,20,1,1.02,1.02,21,22,42,0,0,0,0,0,479.0,228.0,198.0,0.0,0.0,0.0,0.0,0.0,3.0,15,1
2026-01-06 16:00:00,21,20,3,1.0,1.02,21,21,42,0,0,0,0,0,458.0,207.0,156.0,0.0,0.0,0.0,0.0,0.0,3.0,16,1
2026-01-06 17:00:00,15,15,1,1.0,1.0,15,0,0,30,15,0,0,0,443.0,0.0,0.0,383.0,120.0,0.0,0.0,0.0,1.0,17,1
2026-01-06 18:00:00,14,15,3,1.0,1.0,14,0,0,28,14,0,0,0,429.0,0.0,0.0,355.0,106.0,0.0,0.0,0.0,1.0,18,1
2026-01-06 19:00:00,14,15,2,1.0,1.0,14,0,0,28,14,0,0,0,415.0,0.0,0.0,327.0,500.0,0.0,0.0,0.0,1.0,19,1
2026-01-06 20:00:00,18,20,2,1.0,1.0,19,18,36,0,0,0,0,0,396.0,189.0,120.0,0.0,0.0,0.0,0.0,0.0,1.0,20,1
2026-01-06 21:00:00,19,20,2,1.0,1.0,20,19,38,0,0,0,0,0,376.0,170.0,500.0,0.0,0.0,0.0,0.0,0.0,1.0,21,1
2026-01-06 22:00:00,9,10,3,1.0,1.0,0,0,0,0,0,9,9,19,0.0,0.0,0.0,0.0,0.0,262.0,262.0,241.0,0.0,22,1
2026-01-06 23:00:00,20,20,3,1.0,1.0,20,20,40,0,0,0,0,0,356.0,150.0,460.0,0.0,0.0,0.0,0.0,0.0,1.0,23,1
2026-01-07 00:00:00,9,10,3,0.97,1.0,0,0,0,0,0,9,9,18,0.0,0.0,0.0,0.0,0.0,253.0,253.0,223.0,0.0,0,2
2026-01-07 01:00:00,9,10,1,0.97,0.98,0,0,0,0,0,9,9,18,0.0,0.0,0.0,0.0,0.0,244.0,244.0,205.0,0.0,1,2
2026-01-07 02:00:00,10,10,1,0.97,0.98,0,0,0,0,0,10,10,20,0.0,0.0,0.0,0.0,0.0,234.0,234.0,185.0,0.0,2,2
2026-01-07 03:00:00,18,20,2,0.97,0.98,18,18,36,0,0,0,0,0,338.0,132.0,424.0,0.0,0.0,0.0,0.0,0.0,1.0,3,2
2026-01-07 04:00:00,19,20,1,0.97,0.98,19,19,38,0,0,0,0,0,319.0,113.0,386.0,0.0,0.0,0.0,0.0,0.0,1.0,4,2
2026-01-07 05:00:00,15,15,3,0.97,0.98,15,0,0,30,15,0,0,0,304.0,0.0,0.0,297.0,485.0,0.0,0.0,0.0,1.0,5,2
2026-01-07 06:00:00,14,15,2,0.97,1.0,14,0,0,27,14,0,0,0,290.0,0.0,0.0,270.0,471.0,0.0,0.0,0.0,1.0,6,2
2026-01-07 07:00:00,14,15,2,0.97,1.0,13,0,0,27,14,0,0,0,277.0,0.0,0.0,243.0,457.0,0.0,0.0,0.0,1.0,7,2
2026-01-07 08:00:00,20,20,1,1.02,1.0,20,20,41,0,0,0,0,0,257.0,500.0,345.0,0.0,0.0,0.0,0.0,0.0,1.0,8,2
2026-01-07 09:00:00,21,20,2,1.02,1.015,21,21,43,0,0,0,0,0,236.0,479.0,302.0,0.0,0.0,0.0,0.0,0.0,3.0,9,2
2026-01-07 10:00:00,20,20,2,1.02,1.015,20,20,40,0,0,0,0,0,216.0,459.0,262.0,0.0,0.0,0.0,0.0,0.0,1.0,10,2
2026-01-07 11:00:00,9,10,1,1.02,1.015,0,0,0,0,0,10,9,18,0.0,0.0,0.0,0.0,0.0,224.0,225.0,167.0,0.0,11,2
2026-01-07 12:00:00,15,15,3,1.02,1.0,15,0,0,30,15,0,0,0,201.0,0.0,0.0,213.0,442.0,0.0,0.0,0.0,1.0,12,2
2026-01-07 13:00:00,15,15,1,1.02,1.0,15,0,0,30,15,0,0,0,186.0,0.0,0.0,183.0,427.0,0.0,0.0,0.0,1.0,13,2
2026-01-07 14:00:00,21,20,3,1.02,1.02,22,21,42,0,0,0,0,0,164.0,438.0,220.0,0.0,0.0,0.0,0.0,0.0,3.0,14,2
2026-01-07 15:00:00,21,20,2,1.02,1.02,22,21,42,0,0,0,0,0,142.0,417.0,178.0,0.0,0.0,0.0,0.0,0.0,3.0,15,2
2026-01-07 16:00:00,20,20,1,1.0,1.02,20,20,40,0,0,0,0,0,122.0,397.0,138.0,0.0,0.0,0.0,0.0,0.0,1.0,16,2
2026-01-07 17:00:00,20,20,1,1.0,1.0,20,20,40,0,0,0,0,0,102.0,377.0,500.0,0.0,0.0,0.0,0.0,0.0,1.0,17,2
2026-01-07 18:00:00,20,20,1,1.0,1.0,20,20,40,0,0,0,0,0,500.0,357.0,460.0,0.0,0.0,0.0,0.0,0.0,1.0,18,2
2026-01-07 19:00:00,15,15,3,1.0,1.0,15,0,0,30,15,0,0,0,485.0,0.0,0.0,153.0,412.0,0.0,0.0,0.0,1.0,19,2
2026-01-07 20:00:00,16,15,1,1.0,1.0,16,0,0,32,16,0,0,0,469.0,0.0,0.0,121.0,396.0,0.0,0.0,0.0,1.0,20,2
2026-01-07 21:00:00,16,15,3,1.0,1.0,16,0,0,32,16,0,0,0,453.0,0.0,0.0,500.0,380.0,0.0,0.0,0.0,1.0,21,2
2026-01-07 22:00:00,10,10,3,1.0,1.0,0,0,0,0,0,10,10,20,0.0,0.0,0.0,0.0,0.0,214.0,215.0,147.0,0.0,22,2
2026-01-07 23:00:00,21,20,1,1.0,1.0,21,21,42,0,0,0,0,0,432.0,336.0,418.0,0.0,0.0,0.0,0.0,0.0,3.0,23,2
2026-01-08 00:00:00,14,15,2,0.97,1.0,14,0,0,27,14,0,0,0,418.0,0.0,0.0,473.0,366.0,0.0,0.0,0.0,1.0,0,3
2026-01-08 01:00:00,15,15,3,0.97,0.98,15,0,0,29,15,0,0,0,403.0,0.0,0.0,444.0,351.0,0.0,0.0,0.0,1.0,1,3
2026-01-08 02:00:00,11,10,3,0.97,0.98,0,0,0,0,0,11,11,21,0.0,0.0,0.0,0.0,0.0,203.0,204.0,126.0,1.0,2,3
2026-01-08 03:00:00,19,20,2,0.97,0.98,19,18,38,0,0,0,0,0,384.0,318.0,380.0,0.0,0.0,0.0,0.0,0.0,1.0,3,3
2026-01-08 04:00:00,20,20,3,0.97,0.98,20,20,39,0,0,0,0,0,364.0,298.0,341.0,0.0,0.0,0.0,0.0,0.0,1.0,4,3
