timestamp,M001_demand,M002_demand,M003_demand,M004_demand,M005_demand,M006_demand,M007_demand,M008_demand,M001_stock,M002_stock,M003_stock,M004_stock,M005_stock,M006_stock,M007_stock,M008_stock
2026-01-02 00:00:00,19,18,38,0,0,0,0,0,139.0,142.0,384.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 01:00:00,19,18,38,0,0,0,0,0,120.0,124.0,346.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 02:00:00,17,17,36,0,0,0,0,0,103.0,107.0,310.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 03:00:00,19,18,38,0,0,0,0,0,500.0,500.0,272.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 04:00:00,21,21,41,0,0,0,0,0,479.0,479.0,231.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 05:00:00,20,20,40,0,0,0,0,0,459.0,459.0,191.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 06:00:00,20,19,40,0,0,0,0,0,439.0,440.0,151.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 07:00:00,20,19,39,0,0,0,0,0,419.0,421.0,112.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 08:00:00,21,21,42,0,0,0,0,0,398.0,400.0,500.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 09:00:00,22,22,44,0,0,0,0,0,376.0,378.0,456.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 10:00:00,23,23,46,0,0,0,0,0,353.0,355.0,410.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 11:00:00,23,23,46,0,0,0,0,0,330.0,332.0,364.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 12:00:00,24,23,46,0,0,0,0,0,306.0,309.0,318.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 13:00:00,24,23,46,0,0,0,0,0,282.0,286.0,272.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 14:00:00,0,0,0,0,0,11,11,23,0.0,0.0,0.0,0.0,0.0,189.0,194.0,500.0
2026-01-02 15:00:00,0,0,0,0,0,11,11,23,0.0,0.0,0.0,0.0,0.0,178.0,183.0,477.0
2026-01-02 16:00:00,0,0,0,0,0,11,10,22,0.0,0.0,0.0,0.0,0.0,167.0,173.0,455.0
2026-01-02 17:00:00,21,20,40,0,0,0,0,0,261.0,266.0,232.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 18:00:00,22,21,42,0,0,0,0,0,239.0,245.0,190.0,0.0,0.0,0.0,0.0,0.0
2026-01-02 19:00:00,0,0,0,0,0,12,11,22,0.0,0.0,0.0,0.0,0.0,155.0,162.0,433.0
2026-01-02 20:00:00,0,0,0,0,0,12,12,24,0.0,0.0,0.0,0.0,0.0,143.0,150.0,409.0
2026-01-02 21:00:00,0,0,0,0,0,12,12,24,0.0,0.0,0.0,0.0,0.0,131.0,138.0,385.0
2026-01-02 22:00:00,0,0,0,0,0,12,12,24,0.0,0.0,0.0,0.0,0.0,119.0,126.0,361.0
2026-01-02 23:00:00,0,0,0,0,0,10,10,20,0.0,0.0,0.0,0.0,0.0,109.0,116.0,341.0
2026-01-03 00:00:00,16,0,0,30,15,0,0,0,223.0,0.0,0.0,270.0,285.0,0.0,0.0,0.0
2026-01-03 01:00:00,15,0,0,28,14,0,0,0,208.0,0.0,0.0,242.0,271.0,0.0,0.0,0.0
2026-01-03 02:00:00,16,0,0,30,14,0,0,0,192.0,0.0,0.0,212.0,257.0,0.0,0.0,0.0
2026-01-03 03:00:00,16,0,0,30,14,0,0,0,176.0,0.0,0.0,182.0,243.0,0.0,0.0,0.0
2026-01-03 04:00:00,16,0,0,30,14,0,0,0,160.0,0.0,0.0,152.0,229.0,0.0,0.0,0.0
2026-01-03 05:00:00,16,0,0,32,15,0,0,0,144.0,0.0,0.0,120.0,214.0,0.0,0.0,0.0
2026-01-03 06:00:00,17,0,0,33,16,0,0,0,127.0,0.0,0.0,500.0,198.0,0.0,0.0,0.0
2026-01-03 07:00:00,15,0,0,30,15,0,0,0,112.0,0.0,0.0,470.0,183.0,0.0,0.0,0.0
2026-01-03 08:00:00,16,0,0,32,16,0,0,0,500.0,0.0,0.0,438.0,167.0,0.0,0.0,0.0
2026-01-03 09:00:00,0,0,0,0,0,10,9,20,0.0,0.0,0.0,0.0,0.0,500.0,107.0,321.0
2026-01-03 10:00:00,0,0,0,0,0,10,10,20,0.0,0.0,0.0,0.0,0.0,490.0,500.0,301.0
2026-01-03 11:00:00,0,0,0,0,0,11,11,22,0.0,0.0,0.0,0.0,0.0,479.0,489.0,279.0
2026-01-03 12:00:00,0,0,0,0,0,11,11,22,0.0,0.0,0.0,0.0,0.0,468.0,478.0,257.0
2026-01-03 13:00:00,16,0,0,32,16,0,0,0,484.0,0.0,0.0,406.0,151.0,0.0,0.0,0.0
2026-01-03 14:00:00,17,0,0,34,17,0,0,0,467.0,0.0,0.0,372.0,134.0,0.0,0.0,0.0
2026-01-03 15:00:00,16,0,0,33,16,0,0,0,451.0,0.0,0.0,339.0,118.0,0.0,0.0,0.0
2026-01-03 16:00:00,16,0,0,32,17,0,0,0,435.0,0.0,0.0,307.0,101.0,0.0,0.0,0.0
2026-01-03 17:00:00,21,21,42,0,0,0,0,0,414.0,224.0,148.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 18:00:00,20,21,42,0,0,0,0,0,394.0,203.0,106.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 19:00:00,20,20,40,0,0,0,0,0,374.0,183.0,500.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 20:00:00,20,20,40,0,0,0,0,0,354.0,163.0,460.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 21:00:00,15,0,0,30,16,0,0,0,339.0,0.0,0.0,277.0,500.0,0.0,0.0,0.0
2026-01-03 22:00:00,16,0,0,32,16,0,0,0,323.0,0.0,0.0,245.0,484.0,0.0,0.0,0.0
2026-01-03 23:00:00,20,20,40,0,0,0,0,0,303.0,143.0,420.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 00:00:00,15,0,0,30,15,0,0,0,288.0,0.0,0.0,215.0,469.0,0.0,0.0,0.0
2026-01-04 01:00:00,0,0,0,0,0,9,9,18,0.0,0.0,0.0,0.0,0.0,459.0,469.0,239.0
2026-01-04 02:00:00,0,0,0,0,0,10,10,20,0.0,0.0,0.0,0.0,0.0,449.0,459.0,219.0
2026-01-04 03:00:00,0,0,0,0,0,9,9,20,0.0,0.0,0.0,0.0,0.0,440.0,450.0,199.0
2026-01-04 04:00:00,0,0,0,0,0,10,9,20,0.0,0.0,0.0,0.0,0.0,430.0,441.0,179.0
2026-01-04 05:00:00,0,0,0,0,0,9,10,20,0.0,0.0,0.0,0.0,0.0,421.0,431.0,159.0
2026-01-04 06:00:00,19,19,38,0,0,0,0,0,269.0,124.0,382.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 07:00:00,19,20,40,0,0,0,0,0,250.0,104.0,342.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 08:00:00,20,21,40,0,0,0,0,0,230.0,500.0,302.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 09:00:00,20,21,40,0,0,0,0,0,210.0,479.0,262.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 10:00:00,20,22,42,0,0,0,0,0,190.0,457.0,220.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 11:00:00,22,23,45,0,0,0,0,0,168.0,434.0,175.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 12:00:00,22,23,44,0,0,0,0,0,146.0,411.0,131.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 13:00:00,23,23,46,0,0,0,0,0,123.0,388.0,500.0,0.0,0.0,0.0,0.0,0.0
2026-01-04 14:00:00,17,0,0,34,17,0,0,0,106.0,0.0,0.0,181.0,452.0,0.0,0.0,0.0
2026-01-04 15:00:00,16,0,0,32,16,0,0,0,500.0,0.0,0.0,149.0,436.0,0.0,0.0,0.0
2026-01-04 16:00:00,17,0,0,34,17,0,0,0,483.0,0.0,0.0,115.0,419.0,0.0,0.0,0.0
2026-01-04 17:00:00,16,0,0,34,17,0,0,0,467.0,0.0,0.0,500.0,402.0,0.0,0.0,0.0
2026-01-04 18:00:00,0,0,0,0,0,11,11,22,0.0,0.0,0.0,0.0,0.0,410.0,420.0,137.0
2026-01-04 19:00:00,14,0,0,29,15,0,0,0,453.0,0.0,0.0,471.0,387.0,0.0,0.0,0.0
2026-01-04 20:00:00,14,0,0,29,15,0,0,0,439.0,0.0,0.0,442.0,372.0,0.0,0.0,0.0
2026-01-04 21:00:00,14,0,0,29,15,0,0,0,425.0,0.0,0.0,413.0,357.0,0.0,0.0,0.0
2026-01-04 22:00:00,15,0,0,30,15,0,0,0,410.0,0.0,0.0,383.0,342.0,0.0,0.0,0.0
2026-01-04 23:00:00,16,0,0,32,16,0,0,0,394.0,0.0,0.0,351.0,326.0,0.0,0.0,0.0
2026-01-05 00:00:00,15,0,0,29,15,0,0,0,379.0,0.0,0.0,322.0,311.0,0.0,0.0,0.0
2026-01-05 01:00:00,14,0,0,27,14,0,0,0,365.0,0.0,0.0,295.0,297.0,0.0,0.0,0.0
2026-01-05 02:00:00,13,0,0,26,13,0,0,0,352.0,0.0,0.0,269.0,284.0,0.0,0.0,0.0
2026-01-05 03:00:00,13,0,0,26,13,0,0,0,339.0,0.0,0.0,243.0,271.0,0.0,0.0,0.0
2026-01-05 04:00:00,0,0,0,0,0,10,10,20,0.0,0.0,0.0,0.0,0.0,400.0,410.0,117.0
2026-01-05 05:00:00,0,0,0,0,0,9,9,18,0.0,0.0,0.0,0.0,0.0,391.0,401.0,500.0
2026-01-05 06:00:00,0,0,0,0,0,10,10,20,0.0,0.0,0.0,0.0,0.0,381.0,391.0,480.0
2026-01-05 07:00:00,19,19,38,0,0,0,0,0,320.0,369.0,462.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 08:00:00,19,19,38,0,0,0,0,0,301.0,350.0,424.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 09:00:00,13,0,0,28,15,0,0,0,288.0,0.0,0.0,215.0,256.0,0.0,0.0,0.0
2026-01-05 10:00:00,14,0,0,29,15,0,0,0,274.0,0.0,0.0,186.0,241.0,0.0,0.0,0.0
2026-01-05 11:00:00,0,0,0,0,0,10,10,21,0.0,0.0,0.0,0.0,0.0,371.0,381.0,459.0
2026-01-05 12:00:00,0,0,0,0,0,10,10,21,0.0,0.0,0.0,0.0,0.0,361.0,371.0,438.0
2026-01-05 13:00:00,20,21,40,0,0,0,0,0,254.0,329.0,384.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 14:00:00,20,21,40,0,0,0,0,0,234.0,308.0,344.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 15:00:00,0,0,0,0,0,9,9,19,0.0,0.0,0.0,0.0,0.0,352.0,362.0,419.0
2026-01-05 16:00:00,0,0,0,0,0,9,9,19,0.0,0.0,0.0,0.0,0.0,343.0,353.0,400.0
2026-01-05 17:00:00,0,0,0,0,0,8,8,16,0.0,0.0,0.0,0.0,0.0,335.0,345.0,384.0
2026-01-05 18:00:00,19,19,38,0,0,0,0,0,215.0,289.0,306.0,0.0,0.0,0.0,0.0,0.0
2026-01-05 19:00:00,0,0,0,0,0,9,9,18,0.0,0.0,0.0,0.0,0.0,326.0,336.0,366.0
2026-01-05 20:00:00,0,0,0,0,0,11,10,20,0.0,0.0,0.0,0.0,0.0,315.0,326.0,346.0
2026-01-05 21:00:00,0,0,0,0,0,13,12,24,0.0,0.0,0.0,0.0,0.0,302.0,314.0,322.0
2026-01-05 22:00:00,0,0,0,0,0,12,12,24,0.0,0.0,0.0,0.0,0.0,290.0,302.0,298.0
2026-01-05 23:00:00,0,0,0,0,0,11,11,22,0.0,0.0,0.0,0.0,0.0,279.0,291.0,276.0
2026-01-06 00:00:00,0,0,0,0,0,12,12,24,0.0,0.0,0.0,0.0,0.0,267.0,279.0,252.0
2026-01-06 01:00:00,0,0,0,0,0,11,10,22,0.0,0.0,0.0,0.0,0.0,256.0,269.0,230.0
2026-01-06 02:00:00,15,0,0,30,16,0,0,0,200.0,0.0,0.0,156.0,225.0,0.0,0.0,0.0
2026-01-06 03:00:00,14,0,0,31,16,0,0,0,186.0,0.0,0.0,125.0,209.0,0.0,0.0,0.0
2026-01-06 04:00:00,13,0,0,26,13,0,0,0,173.0,0.0,0.0,500.0,196.0,0.0,0.0,0.0
2026-01-06 05:00:00,19,19,37,0,0,0,0,0,154.0,270.0,269.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 06:00:00,0,0,0,0,0,10,9,20,0.0,0.0,0.0,0.0,0.0,246.0,260.0,210.0
2026-01-06 07:00:00,20,20,40,0,0,0,0,0,134.0,250.0,229.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 08:00:00,21,21,43,0,0,0,0,0,113.0,229.0,186.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 09:00:00,22,21,42,0,0,0,0,0,500.0,208.0,144.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 10:00:00,0,0,0,0,0,11,11,22,0.0,0.0,0.0,0.0,0.0,235.0,249.0,188.0
2026-01-06 11:00:00,15,0,0,31,15,0,0,0,485.0,0.0,0.0,469.0,181.0,0.0,0.0,0.0
2026-01-06 12:00:00,16,0,0,32,17,0,0,0,469.0,0.0,0.0,437.0,164.0,0.0,0.0,0.0
2026-01-06 13:00:00,0,0,0,0,0,11,10,23,0.0,0.0,0.0,0.0,0.0,224.0,239.0,165.0
2026-01-06 14:00:00,0,0,0,0,0,12,12,24,0.0,0.0,0.0,0.0,0.0,212.0,227.0,141.0
2026-01-06 15:00:00,0,0,0,0,0,10,9,20,0.0,0.0,0.0,0.0,0.0,202.0,218.0,121.0
2026-01-06 16:00:00,20,20,40,0,0,0,0,0,449.0,188.0,104.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 17:00:00,21,21,42,0,0,0,0,0,428.0,167.0,500.0,0.0,0.0,0.0,0.0,0.0
2026-01-06 18:00:00,15,0,0,30,16,0,0,0,413.0,0.0,0.0,407.0,148.0,0.0,0.0,0.0
2026-01-06 19:00:00,0,0,0,0,0,10,9,19,0.0,0.0,0.0,0.0,0.0,192.0,209.0,102.0
2026-01-06 20:00:00,0,0,0,0,0,9,9,19,0.0,0.0,0.0,0.0,0.0,183.0,200.0,500.0
2026-01-06 21:00:00,0,0,0,0,0,10,10,20,0.0,0.0,0.0,0.0,0.0,173.0,190.0,480.0
2026-01-06 22:00:00,0,0,0,0,0,9,9,18,0.0,0.0,0.0,0.0,0.0,164.0,181.0,462.0
2026-01-06 23:00:00,0,0,0,0,0,9,10,18,0.0,0.0,0.0,0.0,0.0,155.0,171.0,444.0
2026-01-07 00:00:00,0,0,0,0,0,9,9,18,0.0,0.0,0.0,0.0,0.0,146.0,162.0,426.0
2026-01-07 01:00:00,0,0,0,0,0,8,8,15,0.0,0.0,0.0,0.0,0.0,138.0,154.0,411.0
2026-01-07 02:00:00,0,0,0,0,0,8,8,15,0.0,0.0,0.0,0.0,0.0,130.0,146.0,396.0
2026-01-07 03:00:00,0,0,0,0,0,9,9,17,0.0,0.0,0.0,0.0,0.0,121.0,137.0,379.0
2026-01-07 04:00:00,0,0,0,0,0,8,9,17,0.0,0.0,0.0,0.0,0.0,113.0,128.0,362.0
2026-01-07 05:00:00,0,0,0,0,0,8,9,18,0.0,0.0,0.0,0.0,0.0,105.0,119.0,344.0
2026-01-07 06:00:00,19,19,38,0,0,0,0,0,394.0,148.0,462.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 07:00:00,19,19,38,0,0,0,0,0,375.0,129.0,424.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 08:00:00,0,0,0,0,0,10,10,20,0.0,0.0,0.0,0.0,0.0,500.0,109.0,324.0
2026-01-07 09:00:00,0,0,0,0,0,10,10,20,0.0,0.0,0.0,0.0,0.0,490.0,500.0,304.0
2026-01-07 10:00:00,21,21,43,0,0,0,0,0,354.0,108.0,381.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 11:00:00,20,20,41,0,0,0,0,0,334.0,500.0,340.0,0.0,0.0,0.0,0.0,0.0
2026-01-07 12:00:00,0,0,0,0,0,9,9,18,0.0,0.0,0.0,0.0,0.0,481.0,491.0,286.0
2026-01-07 13:00:00,0,0,0,0,0,9,9,18,0.0,0.0,0.0,0.0,0.0,472.0,482.0,268.0
2026-01-07 14:00:00,14,0,0,28,15,0,0,0,320.0,0.0,0.0,379.0,133.0,0.0,0.0,0.0
2026-01-07 15:00:00,14,0,0,28,15,0,0,0,306.0,0.0,0.0,351.0,118.0,0.0,0.0,0.0
2026-01-07 16:00:00,0,0,0,0,0,7,7,14,0.0,0.0,0.0,0.0,0.0,465.0,475.0,254.0
2026-01-07 17:00:00,0,0,0,0,0,7,7,14,0.0,0.0,0.0,0.0,0.0,458.0,468.0,240.0
2026-01-07 18:00:00,0,0,0,0,0,7,8,16,0.0,0.0,0.0,0.0,0.0,451.0,460.0,224.0
2026-01-07 19:00:00,0,0,0,0,0,10,10,20,0.0,0.0,0.0,0.0,0.0,441.0,450.0,204.0
2026-01-07 20:00:00,0,0,0,0,0,10,10,20,0.0,0.0,0.0,0.0,0.0,431.0,440.0,184.0
2026-01-07 21:00:00,0,0,0,0,0,11,11,22,0.0,0.0,0.0,0.0,0.0,420.0,429.0,162.0
2026-01-07 22:00:00,0,0,0,0,0,11,10,22,0.0,0.0,0.0,0.0,0.0,409.0,419.0,140.0
2026-01-07 23:00:00,20,20,40,0,0,0,0,0,286.0,480.0,300.0,0.0,0.0,0.0,0.0,0.0
2026-01-08 00:00:00,20,20,40,0,0,0,0,0,266.0,460.0,260.0,0.0,0.0,0.0,0.0,0.0
2026-01-08 01:00:00,18,19,38,0,0,0,0,0,248.0,441.0,222.0,0.0,0.0,0.0,0.0,0.0
2026-01-08 02:00:00,18,18,36,0,0,0,0,0,230.0,423.0,186.0,0.0,0.0,0.0,0.0,0.0
2026-01-08 03:00:00,19,19,38,0,0,0,0,0,211.0,404.0,148.0,0.0,0.0,0.0,0.0,0.0
2026-01-08 04:00:00,19,19,38,0,0,0,0,0,192.0,385.0,110.0,0.0,0.0,0.0,0.0,0.0
2026-01-08 05:00:00,20,19,40,0,0,0,0,0,172.0,366.0,500.0,0.0,0.0,0.0,0.0,0.0
2026-01-08 06:00:00,0,0,0,0,0,11,11,22,0.0,0.0,0.0,0.0,0.0,398.0,408.0,118.0
2026-01-08 07:00:00,0,0,0,0,0,11,11,22,0.0,0.0,0.0,0.0,0.0,387.0,397.0,500.0
2026-01-08 08:00:00,0,0,0,0,0,10,10,20,0.0,0.0,0.0,0.0,0.0,377.0,387.0,480.0
2026-01-08 09:00:00,21,21,42,0,0,0,0,0,151.0,345.0,458.0,0.0,0.0,0.0,0.0,0.0
2026-01-08 10:00:00,14,0,0,28,14,0,0,0,137.0,0.0,0.0,323.0,104.0,0.0,0.0,0.0
2026-01-08 11:00:00,20,20,40,0,0,0,0,0,117.0,325.0,418.0,0.0,0.0,0.0,0.0,0.0
2026-01-08 12:00:00,20,20,40,0,0,0,0,0,500.0,305.0,378.0,0.0,0.0,0.0,0.0,0.0
2026-01-08 13:00:00,20,20,40,0,0,0,0,0,480.0,285.0,338.0,0.0,0.0,0.0,0.0,0.0
2026-01-08 14:00:00,15,0,0,31,15,0,0,0,465.0,0.0,0.0,292.0,500.0,0.0,0.0,0.0
2026-01-08 15:00:00,0,0,0,0,0,9,9,18,0.0,0.0,0.0,0.0,0.0,368.0,378.0,462.0
2026-01-08 16:00:00,0,0,0,0,0,9,9,18,0.0,0.0,0.0,0.0,0.0,359.0,369.0,444.0
2026-01-08 17:00:00,0,0,0,0,0,9,9,18,0.0,0.0,0.0,0.0,0.0,350.0,360.0,426.0
2026-01-08 18:00:00,0,0,0,0,0,10,9,18,0.0,0.0,0.0,0.0,0.0,340.0,351.0,408.0
2026-01-08 19:00:00,0,0,0,0,0,11,11,22,0.0,0.0,0.0,0.0,0.0,329.0,340.0,386.0
2026-01-08 20:00:00,0,0,0,0,0,10,10,20,0.0,0.0,0.0,0.0,0.0,319.0,330.0,366.0
2026-01-08 21:00:00,0,0,0,0,0,9,9,18,0.0,0.0,0.0,0.0,0.0,310.0,321.0,348.0
2026-01-08 22:00:00,0,0,0,0,0,9,9,18,0.0,0.0,0.0,0.0,0.0,301.0,312.0,330.0
2026-01-08 23:00:00,0,0,0,0,0,8,8,16,0.0,0.0,0.0,0.0,0.0,293.0,304.0,314.0
2026-01-09 00:00:00,0,0,0,0,0,8,8,16,0.0,0.0,0.0,0.0,0.0,285.0,296.0,298.0
2026-01-09 01:00:00,0,0,0,0,0,8,8,16,0.0,0.0,0.0,0.0,0.0,277.0,288.0,282.0
2026-01-09 02:00:00,0,0,0,0,0,9,9,18,0.0,0.0,0.0,0.0,0.0,268.0,279.0,264.0
2026-01-09 03:00:00,13,0,0,28,14,0,0,0,452.0,0.0,0.0,264.0,486.0,0.0,0.0,0.0
2026-01-09 04:00:00,13,0,0,28,14,0,0,0,439.0,0.0,0.0,236.0,472.0,0.0,0.0,0.0
2026-01-09 05:00:00,0,0,0,0,0,9,9,18,0.0,0.0,0.0,0.0,0.0,259.0,270.0,246.0
2026-01-09 06:00:00,18,19,38,0,0,0,0,0,421.0,266.0,300.0,0.0,0.0,0.0,0.0,0.0
2026-01-09 07:00:00,19,19,40,0,0,0,0,0,402.0,247.0,260.0,0.0,0.0,0.0,0.0,0.0
2026-01-09 08:00:00,20,20,40,0,0,0,0,0,382.0,227.0,220.0,0.0,0.0,0.0,0.0,0.0
2026-01-09 09:00:00,0,0,0,0,0,9,9,19,0.0,0.0,0.0,0.0,0.0,250.0,261.0,227.0
2026-01-09 10:00:00,19,19,39,0,0,0,0,0,363.0,208.0,181.0,0.0,0.0,0.0,0.0,0.0
2026-01-09 11:00:00,21,20,40,0,0,0,0,0,342.0,188.0,141.0,0.0,0.0,0.0,0.0,0.0
2026-01-09 12:00:00,19,19,38,0,0,0,0,0,323.0,169.0,103.0,0.0,0.0,0.0,0.0,0.0
2026-01-09 13:00:00,20,20,40,0,0,0,0,0,303.0,149.0,500.0,0.0,0.0,0.0,0.0,0.0
2026-01-09 14:00:00,20,20,41,0,0,0,0,0,283.0,129.0,459.0,0.0,0.0,0.0,0.0,0.0
2026-01-09 15:00:00,21,21,43,0,0,0,0,0,262.0,108.0,416.0,0.0,0.0,0.0,0.0,0.0
2026-01-09 16:00:00,20,20,40,0,0,0,0,0,242.0,500.0,376.0,0.0,0.0,0.0,0.0,0.0
2026-01-09 17:00:00,20,20,40,0,0,0,0,0,222.0,480.0,336.0,0.0,0.0,0.0,0.0,0.0
2026-01-09 18:00:00,19,19,38,0,0,0,0,0,203.0,461.0,298.0,0.0,0.0,0.0,0.0,0.0
2026-01-09 19:00:00,15,0,0,30,15,0,0,0,188.0,0.0,0.0,206.0,457.0,0.0,0.0,0.0
2026-01-09 20:00:00,15,0,0,30,15,0,0,0,173.0,0.0,0.0,176.0,442.0,0.0,0.0,0.0
2026-01-09 21:00:00,16,0,0,30,15,0,0,0,157.0,0.0,0.0,146.0,427.0,0.0,0.0,0.0
2026-01-09 22:00:00,15,0,0,28,14,0,0,0,142.0,0.0,0.0,118.0,413.0,0.0,0.0,0.0
2026-01-09 23:00:00,20,20,40,0,0,0,0,0,122.0,441.0,258.0,0.0,0.0,0.0,0.0,0.0
2026-01-10 00:00:00,19,18,38,0,0,0,0,0,103.0,423.0,220.0,0.0,0.0,0.0,0.0,0.0
2026-01-10 01:00:00,18,18,36,0,0,0,0,0,500.0,405.0,184.0,0.0,0.0,0.0,0.0,0.0
2026-01-10 02:00:00,0,0,0,0,0,8,8,16,0.0,0.0,0.0,0.0,0.0,242.0,253.0,211.0
2026-01-10 03:00:00,12,0,0,24,12,0,0,0,488.0,0.0,0.0,500.0,401.0,0.0,0.0,0.0
2026-01-10 04:00:00,12,0,0,23,12,0,0,0,476.0,0.0,0.0,477.0,389.0,0.0,0.0,0.0
2026-01-10 05:00:00,0,0,0,0,0,7,8,16,0.0,0.0,0.0,0.0,0.0,235.0,245.0,195.0
2026-01-10 06:00:00,0,0,0,0,0,7,7,14,0.0,0.0,0.0,0.0,0.0,228.0,238.0,181.0
2026-01-10 07:00:00,16,16,34,0,0,0,0,0,460.0,389.0,150.0,0.0,0.0,0.0,0.0,0.0
2026-01-10 08:00:00,0,0,0,0,0,9,9,18,0.0,0.0,0.0,0.0,0.0,219.0,229.0,163.0
2026-01-10 09:00:00,15,0,0,30,15,0,0,0,445.0,0.0,0.0,447.0,374.0,0.0,0.0,0.0
2026-01-10 10:00:00,15,0,0,30,15,0,0,0,430.0,0.0,0.0,417.0,359.0,0.0,0.0,0.0
2026-01-10 11:00:00,14,0,0,28,13,0,0,0,416.0,0.0,0.0,389.0,346.0,0.0,0.0,0.0
2026-01-10 12:00:00,14,0,0,28,14,0,0,0,402.0,0.0,0.0,361.0,332.0,0.0,0.0,0.0
2026-01-10 13:00:00,15,0,0,30,15,0,0,0,387.0,0.0,0.0,331.0,317.0,0.0,0.0,0.0
2026-01-10 14:00:00,16,0,0,32,16,0,0,0,371.0,0.0,0.0,299.0,301.0,0.0,0.0,0.0
2026-01-10 15:00:00,22,22,44,0,0,0,0,0,349.0,367.0,106.0,0.0,0.0,0.0,0.0,0.0
2026-01-10 16:00:00,22,21,42,0,0,0,0,0,327.0,346.0,500.0,0.0,0.0,0.0,0.0,0.0
2026-01-10 17:00:00,21,21,42,0,0,0,0,0,306.0,325.0,458.0,0.0,0.0,0.0,0.0,0.0
