task_id,timestamp,material,start,destination,quantity,priority
162,2026-01-08 00:00:00,M003,智能仓库,工位5,40,3
163,2026-01-08 01:00:00,M003,智能仓库,工位5,38,2
164,2026-01-08 02:00:00,M003,智能仓库,工位5,36,1
165,2026-01-08 03:00:00,M003,智能仓库,工位3,38,2
166,2026-01-08 04:00:00,M003,智能仓库,工位1,38,1
167,2026-01-08 05:00:00,M003,智能仓库,工位1,40,2
168,2026-01-08 06:00:00,M008,智能仓库,工位2,22,1
169,2026-01-08 07:00:00,M008,智能仓库,工位4,22,1
170,2026-01-08 09:00:00,M001,智能仓库,工位4,21,3
171,2026-01-08 09:00:00,M002,智能仓库,工位1,21,1
172,2026-01-08 09:00:00,M003,智能仓库,工位5,42,1
173,2026-01-08 10:00:00,M004,智能仓库,工位1,28,1
174,2026-01-08 11:00:00,M003,智能仓库,工位3,40,1
175,2026-01-08 12:00:00,M003,智能仓库,工位3,40,2
176,2026-01-08 13:00:00,M003,智能仓库,工位3,40,2
177,2026-01-08 14:00:00,M004,智能仓库,工位4,31,2
178,2026-01-08 19:00:00,M008,智能仓库,工位3,22,2
179,2026-01-09 03:00:00,M004,智能仓库,工位4,28,3
180,2026-01-09 04:00:00,M004,智能仓库,工位4,28,2
181,2026-01-09 06:00:00,M003,智能仓库,工位1,38,3
182,2026-01-09 07:00:00,M003,智能仓库,工位1,40,1
183,2026-01-09 08:00:00,M003,智能仓库,工位3,40,2
184,2026-01-09 10:00:00,M003,智能仓库,工位1,39,3
185,2026-01-09 11:00:00,M001,智能仓库,工位3,21,2
186,2026-01-09 11:00:00,M003,智能仓库,工位2,40,1
187,2026-01-09 12:00:00,M003,智能仓库,工位5,38,2
188,2026-01-09 13:00:00,M003,智能仓库,工位3,40,2
189,2026-01-09 14:00:00,M003,智能仓库,工位3,41,1
190,2026-01-09 15:00:00,M001,智能仓库,工位2,21,3
191,2026-01-09 15:00:00,M002,智能仓库,工位3,21,2
192,2026-01-09 15:00:00,M003,智能仓库,工位3,43,3
193,2026-01-09 16:00:00,M003,智能仓库,工位5,40,2
194,2026-01-09 17:00:00,M003,智能仓库,工位4,40,2
195,2026-01-09 18:00:00,M003,智能仓库,工位4,38,1
196,2026-01-09 19:00:00,M004,智能仓库,工位1,30,2
197,2026-01-09 20:00:00,M004,智能仓库,工位5,30,2
198,2026-01-09 21:00:00,M004,智能仓库,工位2,30,1
199,2026-01-09 22:00:00,M004,智能仓库,工位1,28,1
200,2026-01-09 23:00:00,M003,智能仓库,工位5,40,2
201,2026-01-10 00:00:00,M003,智能仓库,工位1,38,2
202,2026-01-10 01:00:00,M003,智能仓库,工位1,36,1
203,2026-01-10 03:00:00,M004,智能仓库,工位3,24,3
204,2026-01-10 04:00:00,M004,智能仓库,工位2,23,2
205,2026-01-10 07:00:00,M003,智能仓库,工位5,34,2
206,2026-01-10 09:00:00,M004,智能仓库,工位1,30,3
207,2026-01-10 10:00:00,M004,智能仓库,工位3,30,1
208,2026-01-10 11:00:00,M004,智能仓库,工位2,28,1
209,2026-01-10 12:00:00,M004,智能仓库,工位1,28,3
210,2026-01-10 13:00:00,M004,智能仓库,工位3,30,1
211,2026-01-10 14:00:00,M004,智能仓库,工位4,32,3
212,2026-01-10 15:00:00,M001,智能仓库,工位1,22,3
213,2026-01-10 15:00:00,M002,智能仓库,工位2,22,2
214,2026-01-10 15:00:00,M003,智能仓库,工位1,44,1
215,2026-01-10 16:00:00,M001,智能仓库,工位1,22,1
216,2026-01-10 16:00:00,M002,智能仓库,工位2,21,2
217,2026-01-10 16:00:00,M003,智能仓库,工位1,42,1
218,2026-01-10 17:00:00,M001,智能仓库,工位2,21,2
219,2026-01-10 17:00:00,M002,智能仓库,工位4,21,3
220,2026-01-10 17:00:00,M003,智能仓库,工位2,42,1
221,2026-01-10 18:00:00,M003,智能仓库,工位4,38,1
222,2026-01-10 19:00:00,M003,智能仓库,工位1,38,1
223,2026-01-10 21:00:00,M003,智能仓库,工位2,38,3
224,2026-01-10 22:00:00,M003,智能仓库,工位2,38,1
225,2026-01-10 23:00:00,M003,智能仓库,工位1,40,1
226,2026-01-11 00:00:00,M003,智能仓库,工位4,39,3
227,2026-01-11 01:00:00,M003,智能仓库,工位4,38,1
228,2026-01-11 02:00:00,M003,智能仓库,工位4,36,1
229,2026-01-11 03:00:00,M003,智能仓库,工位4,34,2
230,2026-01-11 04:00:00,M003,智能仓库,工位3,34,1
231,2026-01-11 05:00:00,M003,智能仓库,工位4,32,3
232,2026-01-11 06:00:00,M004,智能仓库,工位3,26,3
233,2026-01-11 07:00:00,M004,智能仓库,工位1,26,2
234,2026-01-11 08:00:00,M004,智能仓库,工位1,28,1
235,2026-01-11 09:00:00,M004,智能仓库,工位4,28,3
236,2026-01-11 10:00:00,M004,智能仓库,工位1,26,3
237,2026-01-11 11:00:00,M004,智能仓库,工位4,28,2
238,2026-01-11 12:00:00,M004,智能仓库,工位3,30,2
239,2026-01-11 13:00:00,M001,智能仓库,工位4,21,1
240,2026-01-11 13:00:00,M002,智能仓库,工位3,22,1
241,2026-01-11 13:00:00,M003,智能仓库,工位3,42,3
242,2026-01-11 14:00:00,M008,智能仓库,工位3,25,2
243,2026-01-11 15:00:00,M004,智能仓库,工位1,34,3
244,2026-01-11 16:00:00,M008,智能仓库,工位1,24,1
245,2026-01-11 17:00:00,M008,智能仓库,工位1,24,3
246,2026-01-11 18:00:00,M008,智能仓库,工位4,22,1
247,2026-01-11 22:00:00,M004,智能仓库,工位1,30,3
248,2026-01-11 23:00:00,M004,智能仓库,工位3,30,2
249,2026-01-12 05:00:00,M004,智能仓库,工位5,24,1
250,2026-01-12 06:00:00,M004,智能仓库,工位1,24,3
251,2026-01-12 11:00:00,M004,智能仓库,工位2,30,1
252,2026-01-12 12:00:00,M003,智能仓库,工位4,40,1
253,2026-01-12 13:00:00,M001,智能仓库,工位2,21,3
254,2026-01-12 13:00:00,M002,智能仓库,工位1,21,2
255,2026-01-12 13:00:00,M003,智能仓库,工位2,42,3
256,2026-01-12 14:00:00,M001,智能仓库,工位4,22,1
257,2026-01-12 14:00:00,M002,智能仓库,工位4,22,2
258,2026-01-12 14:00:00,M003,智能仓库,工位2,44,1
259,2026-01-12 15:00:00,M001,智能仓库,工位3,23,2
260,2026-01-12 15:00:00,M002,智能仓库,工位1,24,1
261,2026-01-12 15:00:00,M003,智能仓库,工位5,46,1
262,2026-01-12 16:00:00,M001,智能仓库,工位2,21,2
263,2026-01-12 16:00:00,M002,智能仓库,工位3,21,3
264,2026-01-12 16:00:00,M003,智能仓库,工位2,42,1
265,2026-01-12 17:00:00,M002,智能仓库,工位1,21,2
266,2026-01-12 17:00:00,M003,智能仓库,工位1,40,3
267,2026-01-12 18:00:00,M003,智能仓库,工位3,40,3
268,2026-01-12 19:00:00,M003,智能仓库,工位3,40,3
269,2026-01-12 20:00:00,M003,智能仓库,工位1,38,2
270,2026-01-12 21:00:00,M003,智能仓库,工位3,38,1
271,2026-01-13 02:00:00,M004,智能仓库,工位1,27,2
272,2026-01-13 03:00:00,M004,智能仓库,工位2,25,3
273,2026-01-13 04:00:00,M004,智能仓库,工位2,25,1
274,2026-01-13 05:00:00,M004,智能仓库,工位5,24,2
275,2026-01-13 06:00:00,M003,智能仓库,工位2,35,1
276,2026-01-13 08:00:00,M004,智能仓库,工位2,30,3
277,2026-01-13 11:00:00,M004,智能仓库,工位4,32,1
278,2026-01-13 12:00:00,M004,智能仓库,工位4,30,3
279,2026-01-13 13:00:00,M004,智能仓库,工位5,28,3
280,2026-01-13 14:00:00,M004,智能仓库,工位5,31,2
281,2026-01-13 15:00:00,M004,智能仓库,工位5,30,3
282,2026-01-13 16:00:00,M004,智能仓库,工位3,28,3
283,2026-01-13 17:00:00,M003,智能仓库,工位1,38,1
284,2026-01-13 18:00:00,M004,智能仓库,工位4,28,1
285,2026-01-13 19:00:00,M004,智能仓库,工位4,30,3
286,2026-01-13 20:00:00,M004,智能仓库,工位4,30,3
287,2026-01-13 23:00:00,M003,智能仓库,工位5,40,3
288,2026-01-14 00:00:00,M003,智能仓库,工位5,34,2
289,2026-01-14 01:00:00,M004,智能仓库,工位4,23,3
290,2026-01-14 02:00:00,M004,智能仓库,工位1,24,3
291,2026-01-14 03:00:00,M004,智能仓库,工位4,26,3
292,2026-01-14 04:00:00,M004,智能仓库,工位1,26,2
293,2026-01-14 05:00:00,M003,智能仓库,工位5,38,2
294,2026-01-14 08:00:00,M008,智能仓库,工位5,22,3
295,2026-01-14 09:00:00,M008,智能仓库,工位3,26,1
296,2026-01-14 10:00:00,M008,智能仓库,工位3,24,2
297,2026-01-14 11:00:00,M008,智能仓库,工位4,22,3
298,2026-01-14 12:00:00,M008,智能仓库,工位3,22,2
299,2026-01-14 13:00:00,M008,智能仓库,工位1,22,3
300,2026-01-14 14:00:00,M008,智能仓库,工位1,24,2
301,2026-01-14 15:00:00,M008,智能仓库,工位3,24,3
302,2026-01-14 16:00:00,M002,智能仓库,工位3,21,3
303,2026-01-14 16:00:00,M003,智能仓库,工位5,41,3
304,2026-01-14 17:00:00,M003,智能仓库,工位3,40,1
305,2026-01-14 18:00:00,M003,智能仓库,工位1,38,3
306,2026-01-14 19:00:00,M003,智能仓库,工位1,40,2
307,2026-01-14 20:00:00,M003,智能仓库,工位4,38,1
308,2026-01-14 21:00:00,M003,智能仓库,工位3,38,3
309,2026-01-14 22:00:00,M001,智能仓库,工位4,21,2
310,2026-01-14 22:00:00,M002,智能仓库,工位5,22,2
311,2026-01-14 22:00:00,M003,智能仓库,工位4,42,1
312,2026-01-14 23:00:00,M004,智能仓库,工位3,31,2
313,2026-01-15 00:00:00,M004,智能仓库,工位4,34,1
314,2026-01-15 01:00:00,M004,智能仓库,工位4,28,1
315,2026-01-15 02:00:00,M004,智能仓库,工位4,28,2
316,2026-01-15 03:00:00,M004,智能仓库,工位2,30,1
317,2026-01-15 04:00:00,M004,智能仓库,工位5,28,1
318,2026-01-15 05:00:00,M004,智能仓库,工位1,28,3
319,2026-01-15 08:00:00,M001,智能仓库,工位3,21,3
320,2026-01-15 08:00:00,M002,智能仓库,工位2,21,1
321,2026-01-15 08:00:00,M003,智能仓库,工位5,42,3
322,2026-01-15 09:00:00,M001,智能仓库,工位1,22,3
323,2026-01-15 09:00:00,M002,智能仓库,工位3,22,1
324,2026-01-15 09:00:00,M003,智能仓库,工位1,44,1
325,2026-01-15 10:00:00,M003,智能仓库,工位4,40,2
326,2026-01-15 11:00:00,M003,智能仓库,工位3,40,3
327,2026-01-15 12:00:00,M003,智能仓库,工位1,38,3
328,2026-01-15 13:00:00,M004,智能仓库,工位2,30,1
329,2026-01-15 14:00:00,M008,智能仓库,工位2,21,3
330,2026-01-15 15:00:00,M003,智能仓库,工位5,38,3
331,2026-01-15 16:00:00,M004,智能仓库,工位3,24,3
332,2026-01-15 17:00:00,M004,智能仓库,工位5,26,3
333,2026-01-15 20:00:00,M004,智能仓库,工位3,26,2
334,2026-01-15 21:00:00,M004,智能仓库,工位4,28,3
335,2026-01-15 22:00:00,M008,智能仓库,工位1,22,3
336,2026-01-16 00:00:00,M003,智能仓库,工位2,38,2
337,2026-01-16 01:00:00,M003,智能仓库,工位1,35,3
338,2026-01-16 02:00:00,M003,智能仓库,工位1,38,1
339,2026-01-16 03:00:00,M003,智能仓库,工位5,35,3
340,2026-01-16 04:00:00,M003,智能仓库,工位4,36,1
341,2026-01-16 05:00:00,M003,智能仓库,工位1,34,1
342,2026-01-16 06:00:00,M003,智能仓库,工位3,38,2
343,2026-01-16 07:00:00,M003,智能仓库,工位5,35,1
344,2026-01-16 08:00:00,M003,智能仓库,工位4,38,1
345,2026-01-16 11:00:00,M008,智能仓库,工位5,22,2
346,2026-01-16 12:00:00,M008,智能仓库,工位5,24,1
347,2026-01-16 13:00:00,M001,智能仓库,工位1,21,3
348,2026-01-16 13:00:00,M002,智能仓库,工位1,21,1
349,2026-01-16 13:00:00,M003,智能仓库,工位4,42,3
350,2026-01-16 14:00:00,M004,智能仓库,工位3,33,3
351,2026-01-16 15:00:00,M008,智能仓库,工位5,21,2
352,2026-01-16 16:00:00,M003,智能仓库,工位1,40,1
353,2026-01-16 17:00:00,M003,智能仓库,工位2,40,2
354,2026-01-16 18:00:00,M003,智能仓库,工位1,40,1
355,2026-01-16 22:00:00,M008,智能仓库,工位2,22,1
356,2026-01-16 23:00:00,M008,智能仓库,工位3,24,3
357,2026-01-17 00:00:00,M008,智能仓库,工位1,25,2
358,2026-01-17 01:00:00,M004,智能仓库,工位5,34,1
359,2026-01-17 02:00:00,M004,智能仓库,工位1,31,2
360,2026-01-17 03:00:00,M008,智能仓库,工位1,21,1
361,2026-01-17 04:00:00,M008,智能仓库,工位1,21,3
362,2026-01-17 08:00:00,M004,智能仓库,工位2,32,2
363,2026-01-17 09:00:00,M008,智能仓库,工位2,22,2
364,2026-01-17 10:00:00,M008,智能仓库,工位5,22,3
365,2026-01-17 11:00:00,M008,智能仓库,工位3,22,3
366,2026-01-17 12:00:00,M008,智能仓库,工位4,24,2
367,2026-01-17 19:00:00,M003,智能仓库,工位2,37,2
368,2026-01-17 20:00:00,M003,智能仓库,工位3,38,3
369,2026-01-17 21:00:00,M003,智能仓库,工位3,38,2
370,2026-01-17 22:00:00,M003,智能仓库,工位4,40,3
371,2026-01-18 04:00:00,M003,智能仓库,工位4,35,3
372,2026-01-18 05:00:00,M003,智能仓库,工位5,33,2
373,2026-01-18 07:00:00,M004,智能仓库,工位2,30,1
374,2026-01-18 08:00:00,M004,智能仓库,工位1,32,2
375,2026-01-18 09:00:00,M004,智能仓库,工位4,30,2
376,2026-01-18 10:00:00,M004,智能仓库,工位5,30,3
377,2026-01-18 12:00:00,M004,智能仓库,工位1,28,3
378,2026-01-18 13:00:00,M004,智能仓库,工位2,30,1
379,2026-01-18 14:00:00,M004,智能仓库,工位1,32,2
380,2026-01-18 15:00:00,M004,智能仓库,工位3,32,1
381,2026-01-18 16:00:00,M004,智能仓库,工位1,32,1
382,2026-01-18 17:00:00,M004,智能仓库,工位3,28,3
383,2026-01-18 18:00:00,M002,智能仓库,工位2,21,2
384,2026-01-18 18:00:00,M003,智能仓库,工位4,40,1
385,2026-01-18 19:00:00,M003,智能仓库,工位2,36,3
386,2026-01-18 20:00:00,M003,智能仓库,工位5,36,2
387,2026-01-18 21:00:00,M003,智能仓库,工位2,38,3
388,2026-01-19 02:00:00,M008,智能仓库,工位5,22,1
389,2026-01-19 05:00:00,M003,智能仓库,工位5,35,3
390,2026-01-19 06:00:00,M003,智能仓库,工位4,36,3
391,2026-01-19 07:00:00,M003,智能仓库,工位2,36,1
392,2026-01-19 08:00:00,M003,智能仓库,工位2,39,2
393,2026-01-19 09:00:00,M004,智能仓库,工位5,30,2
394,2026-01-19 10:00:00,M008,智能仓库,工位3,22,3
395,2026-01-19 11:00:00,M008,智能仓库,工位1,22,1
396,2026-01-19 12:00:00,M008,智能仓库,工位5,22,3
397,2026-01-19 13:00:00,M004,智能仓库,工位4,34,1
398,2026-01-19 14:00:00,M004,智能仓库,工位2,36,1
399,2026-01-19 15:00:00,M004,智能仓库,工位5,34,3
400,2026-01-19 16:00:00,M004,智能仓库,工位3,34,1
401,2026-01-19 17:00:00,M008,智能仓库,工位5,22,1
402,2026-01-19 18:00:00,M001,智能仓库,工位1,21,3
403,2026-01-19 18:00:00,M002,智能仓库,工位4,21,2
404,2026-01-19 18:00:00,M003,智能仓库,工位2,42,1
405,2026-01-19 19:00:00,M003,智能仓库,工位5,38,3
406,2026-01-19 20:00:00,M004,智能仓库,工位5,25,1
407,2026-01-19 21:00:00,M004,智能仓库,工位3,28,2
408,2026-01-19 22:00:00,M004,智能仓库,工位2,30,3
409,2026-01-19 23:00:00,M004,智能仓库,工位4,31,2
410,2026-01-20 02:00:00,M004,智能仓库,工位5,28,1
411,2026-01-20 03:00:00,M004,智能仓库,工位5,28,3
412,2026-01-20 04:00:00,M003,智能仓库,工位1,37,2
413,2026-01-20 05:00:00,M003,智能仓库,工位3,35,1
414,2026-01-20 06:00:00,M003,智能仓库,工位1,34,3
415,2026-01-20 07:00:00,M003,智能仓库,工位1,38,3
416,2026-01-20 08:00:00,M004,智能仓库,工位4,28,1
417,2026-01-20 09:00:00,M004,智能仓库,工位1,28,1
418,2026-01-20 10:00:00,M004,智能仓库,工位3,30,2
419,2026-01-20 11:00:00,M004,智能仓库,工位4,31,3
420,2026-01-20 12:00:00,M004,智能仓库,工位1,28,2
421,2026-01-20 13:00:00,M004,智能仓库,工位4,28,2
422,2026-01-20 14:00:00,M004,智能仓库,工位1,28,3
423,2026-01-20 15:00:00,M004,智能仓库,工位2,30,1
424,2026-01-20 16:00:00,M004,智能仓库,工位1,28,1
425,2026-01-20 17:00:00,M004,智能仓库,工位2,30,1
426,2026-01-20 18:00:00,M004,智能仓库,工位4,30,2
427,2026-01-20 19:00:00,M004,智能仓库,工位2,30,2
428,2026-01-20 20:00:00,M004,智能仓库,工位5,30,3
429,2026-01-20 21:00:00,M004,智能仓库,工位1,32,3
430,2026-01-20 22:00:00,M008,智能仓库,工位1,22,3
431,2026-01-20 23:00:00,M008,智能仓库,工位4,22,1
432,2026-01-21 02:00:00,M003,智能仓库,工位2,36,1
433,2026-01-21 03:00:00,M001,智能仓库,工位4,21,1
434,2026-01-21 03:00:00,M002,智能仓库,工位5,21,2
435,2026-01-21 03:00:00,M003,智能仓库,工位2,41,1
436,2026-01-21 05:00:00,M003,智能仓库,工位4,37,1
