timestamp,vehicle_type,planned_output,actual_output,priority,shift_factor,hour_factor,production_execution_error
2026-01-04 09:00:00,A车型,20,20,1,1.02,1.015,-0.7041
2026-01-04 10:00:00,A车型,20,21,2,1.02,1.015,0.4826
2026-01-04 11:00:00,A车型,20,22,3,1.02,1.015,1.6022
2026-01-04 12:00:00,A车型,20,22,2,1.02,1.0,1.7649
2026-01-04 13:00:00,A车型,20,23,2,1.02,1.0,2.1803
2026-01-04 14:00:00,B车型,15,17,2,1.02,1.02,1.4893
2026-01-04 15:00:00,B车型,15,16,1,1.02,1.02,-0.0495
2026-01-04 16:00:00,B车型,15,17,1,1.0,1.02,1.3252
2026-01-04 17:00:00,B车型,15,17,3,1.0,1.0,1.7265
2026-01-04 18:00:00,C车型,10,11,2,1.0,1.0,0.8235
2026-01-04 19:00:00,B车型,15,15,3,1.0,1.0,0.4537
2026-01-04 20:00:00,B车型,15,15,2,1.0,1.0,-0.0921
2026-01-04 21:00:00,B车型,15,15,3,1.0,1.0,0.468
2026-01-04 22:00:00,B车型,15,15,1,1.0,1.0,0.1867
2026-01-04 23:00:00,B车型,15,16,1,1.0,1.0,0.6516
2026-01-05 00:00:00,B车型,15,15,2,0.97,1.0,0.9411
2026-01-05 01:00:00,B车型,15,14,3,0.97,0.98,-0.7373
2026-01-05 02:00:00,B车型,15,13,2,0.97,0.98,-1.585
2026-01-05 03:00:00,B车型,15,13,3,0.97,0.98,-1.2652
2026-01-05 04:00:00,C车型,10,10,3,0.97,0.98,0.0439
2026-01-05 05:00:00,C车型,10,9,2,0.97,0.98,-0.7753
2026-01-05 06:00:00,C车型,10,10,3,0.97,1.0,0.3999
2026-01-05 07:00:00,A车型,20,19,1,0.97,1.0,-0.7479
2026-01-05 08:00:00,A车型,20,19,3,1.02,1.0,-1.5683
2026-01-05 09:00:00,B车型,15,14,3,1.02,1.015,-1.4729
2026-01-05 10:00:00,B车型,15,14,1,1.02,1.015,-1.2814
2026-01-05 11:00:00,C车型,10,10,3,1.02,1.015,-0.5713
2026-01-05 12:00:00,C车型,10,10,3,1.02,1.0,-0.0971
2026-01-05 13:00:00,A车型,20,20,2,1.02,1.0,-0.0156
2026-01-05 14:00:00,A车型,20,20,2,1.02,1.02,-0.5133
2026-01-05 15:00:00,C车型,10,9,3,1.02,1.02,-1.213
2026-01-05 16:00:00,C车型,10,9,2,1.0,1.02,-1.0505
2026-01-05 17:00:00,C车型,10,8,2,1.0,1.0,-1.6708
2026-01-05 18:00:00,A车型,20,19,1,1.0,1.0,-1.186
2026-01-05 19:00:00,C车型,10,9,1,1.0,1.0,-1.102
2026-01-05 20:00:00,C车型,10,10,3,1.0,1.0,-0.1773
2026-01-05 21:00:00,C车型,10,12,3,1.0,1.0,2.0048
2026-01-05 22:00:00,C车型,10,12,3,1.0,1.0,1.6785
2026-01-05 23:00:00,C车型,10,11,1,1.0,1.0,0.9648
2026-01-06 00:00:00,C车型,10,12,1,0.97,1.0,2.0635
2026-01-06 01:00:00,C车型,10,11,1,0.97,0.98,1.6835
2026-01-06 02:00:00,B车型,15,15,3,0.97,0.98,0.3672
2026-01-06 03:00:00,B车型,15,15,1,0.97,0.98,1.19
2026-01-06 04:00:00,B车型,15,13,3,0.97,0.98,-1.1888
2026-01-06 05:00:00,A车型,20,19,3,0.97,0.98,0.1642
2026-01-06 06:00:00,C车型,10,10,3,0.97,1.0,0.112
2026-01-06 07:00:00,A车型,20,20,1,0.97,1.0,0.7957
2026-01-06 08:00:00,A车型,20,21,2,1.02,1.0,0.4942
2026-01-06 09:00:00,A车型,20,21,3,1.02,1.015,0.6795
2026-01-06 10:00:00,C车型,10,11,3,1.02,1.015,0.9908
2026-01-06 11:00:00,B车型,15,15,1,1.02,1.015,-0.5477
2026-01-06 12:00:00,B车型,15,16,1,1.02,1.0,0.2829
2026-01-06 13:00:00,C车型,10,11,1,1.02,1.0,0.3546
2026-01-06 14:00:00,C车型,10,12,2,1.02,1.02,1.659
2026-01-06 15:00:00,C车型,10,10,3,1.02,1.02,0.056
2026-01-06 16:00:00,A车型,20,20,1,1.0,1.02,-0.5466
2026-01-06 17:00:00,A车型,20,21,3,1.0,1.0,1.0923
2026-01-06 18:00:00,B车型,15,15,1,1.0,1.0,0.0479
2026-01-06 19:00:00,C车型,10,9,2,1.0,1.0,-1.1992
2026-01-06 20:00:00,C车型,10,9,3,1.0,1.0,-1.0944
2026-01-06 21:00:00,C车型,10,10,2,1.0,1.0,-0.1
2026-01-06 22:00:00,C车型,10,9,2,1.0,1.0,-0.756
2026-01-06 23:00:00,C车型,10,9,2,1.0,1.0,-0.5623
2026-01-07 00:00:00,C车型,10,9,3,0.97,1.0,-1.1039
2026-01-07 01:00:00,C车型,10,8,1,0.97,0.98,-1.8449
2026-01-07 02:00:00,C车型,10,8,1,0.97,0.98,-1.4226
2026-01-07 03:00:00,C车型,10,9,1,0.97,0.98,-0.9591
2026-01-07 04:00:00,C车型,10,9,2,0.97,0.98,-0.5915
2026-01-07 05:00:00,C车型,10,9,1,0.97,0.98,-0.4225
2026-01-07 06:00:00,A车型,20,19,2,0.97,1.0,-0.7043
2026-01-07 07:00:00,A车型,20,19,3,0.97,1.0,0.0801
2026-01-07 08:00:00,C车型,10,10,3,1.02,1.0,-0.2913
2026-01-07 09:00:00,C车型,10,10,3,1.02,1.015,-0.2433
2026-01-07 10:00:00,A车型,20,21,1,1.02,1.015,0.4132
2026-01-07 11:00:00,A车型,20,20,1,1.02,1.015,-1.1066
2026-01-07 12:00:00,C车型,10,9,2,1.02,1.0,-0.9398
2026-01-07 13:00:00,C车型,10,9,1,1.02,1.0,-1.2439
2026-01-07 14:00:00,B车型,15,14,1,1.02,1.02,-1.4317
2026-01-07 15:00:00,B车型,15,14,2,1.02,1.02,-1.3794
2026-01-07 16:00:00,C车型,10,7,1,1.0,1.02,-2.807
2026-01-07 17:00:00,C车型,10,7,3,1.0,1.0,-3.2292
2026-01-07 18:00:00,C车型,10,8,2,1.0,1.0,-1.7034
2026-01-07 19:00:00,C车型,10,10,1,1.0,1.0,-0.3778
2026-01-07 20:00:00,C车型,10,10,1,1.0,1.0,-0.1128
2026-01-07 21:00:00,C车型,10,11,1,1.0,1.0,0.5839
2026-01-07 22:00:00,C车型,10,11,2,1.0,1.0,1.006
2026-01-07 23:00:00,A车型,20,20,1,1.0,1.0,0.1892
2026-01-08 00:00:00,A车型,20,20,2,0.97,1.0,0.6521
2026-01-08 01:00:00,A车型,20,19,2,0.97,0.98,-0.15
2026-01-08 02:00:00,A车型,20,18,3,0.97,0.98,-0.5132
2026-01-08 03:00:00,A车型,20,19,1,0.97,0.98,0.1069
2026-01-08 04:00:00,A车型,20,19,1,0.97,0.98,0.3511
2026-01-08 05:00:00,A车型,20,20,1,0.97,0.98,1.2076
2026-01-08 06:00:00,C车型,10,11,2,0.97,1.0,1.1547
2026-01-08 07:00:00,C车型,10,11,2,0.97,1.0,1.2205
2026-01-08 08:00:00,C车型,10,10,1,1.02,1.0,0.2036
2026-01-08 09:00:00,A车型,20,21,3,1.02,1.015,-0.1284
2026-01-08 10:00:00,B车型,15,14,2,1.02,1.015,-1.0336
2026-01-08 11:00:00,A车型,20,20,3,1.02,1.015,-0.6525
2026-01-08 12:00:00,A车型,20,20,3,1.02,1.0,-0.0305
2026-01-08 13:00:00,A车型,20,20,3,1.02,1.0,-0.8717
2026-01-08 14:00:00,B车型,15,15,3,1.02,1.02,-0.7142
2026-01-08 15:00:00,C车型,10,9,2,1.02,1.02,-0.9348
2026-01-08 16:00:00,C车型,10,9,3,1.0,1.02,-1.6025
2026-01-08 17:00:00,C车型,10,9,1,1.0,1.0,-1.4844
2026-01-08 18:00:00,C车型,10,9,3,1.0,1.0,-1.3317
2026-01-08 19:00:00,C车型,10,11,2,1.0,1.0,0.9681
2026-01-08 20:00:00,C车型,10,10,1,1.0,1.0,0.3351
2026-01-08 21:00:00,C车型,10,9,2,1.0,1.0,-0.9911
2026-01-08 22:00:00,C车型,10,9,3,1.0,1.0,-1.3035
2026-01-08 23:00:00,C车型,10,8,2,1.0,1.0,-2.4798
2026-01-09 00:00:00,C车型,10,8,2,0.97,1.0,-2.0017
2026-01-09 01:00:00,C车型,10,8,3,0.97,0.98,-1.8204
2026-01-09 02:00:00,C车型,10,9,1,0.97,0.98,-0.6426
2026-01-09 03:00:00,B车型,15,14,3,0.97,0.98,0.0711
2026-01-09 04:00:00,B车型,15,14,1,0.97,0.98,-0.1927
2026-01-09 05:00:00,C车型,10,9,2,0.97,0.98,-0.4464
2026-01-09 06:00:00,A车型,20,19,2,0.97,1.0,0.0159
2026-01-09 07:00:00,A车型,20,20,2,0.97,1.0,0.7064
2026-01-09 08:00:00,A车型,20,20,3,1.02,1.0,-0.5836
2026-01-09 09:00:00,C车型,10,9,3,1.02,1.015,-1.2215
2026-01-09 10:00:00,A车型,20,19,3,1.02,1.015,-1.5495
2026-01-09 11:00:00,A车型,20,20,3,1.02,1.015,-0.536
2026-01-09 12:00:00,A车型,20,19,1,1.02,1.0,-1.1297
2026-01-09 13:00:00,A车型,20,20,2,1.02,1.0,-0.4589
2026-01-09 14:00:00,A车型,20,20,2,1.02,1.02,-0.521
2026-01-09 15:00:00,A车型,20,21,3,1.02,1.02,0.0975
2026-01-09 16:00:00,A车型,20,20,1,1.0,1.02,-0.0014
2026-01-09 17:00:00,A车型,20,20,1,1.0,1.0,0.0363
2026-01-09 18:00:00,A车型,20,19,2,1.0,1.0,-0.5956
2026-01-09 19:00:00,B车型,15,15,2,1.0,1.0,-0.3082
2026-01-09 20:00:00,B车型,15,15,3,1.0,1.0,0.2708
2026-01-09 21:00:00,B车型,15,15,1,1.0,1.0,-0.4942
2026-01-09 22:00:00,B车型,15,14,3,1.0,1.0,-0.7318
2026-01-09 23:00:00,A车型,20,20,3,1.0,1.0,0.0684
2026-01-10 00:00:00,A车型,20,19,3,0.97,1.0,-0.8097
2026-01-10 01:00:00,A车型,20,18,3,0.97,0.98,-1.1642
2026-01-10 02:00:00,C车型,10,8,3,0.97,0.98,-1.6005
2026-01-10 03:00:00,B车型,15,12,1,0.97,0.98,-2.633
2026-01-10 04:00:00,B车型,15,12,3,0.97,0.98,-2.5441
2026-01-10 05:00:00,C车型,10,8,3,0.97,0.98,-1.8263
2026-01-10 06:00:00,C车型,10,7,3,0.97,1.0,-2.7205
2026-01-10 07:00:00,A车型,20,17,2,0.97,1.0,-2.0587
2026-01-10 08:00:00,C车型,10,9,1,1.02,1.0,-1.5608
2026-01-10 09:00:00,B车型,15,15,1,1.02,1.015,-0.3483
2026-01-10 10:00:00,B车型,15,15,1,1.02,1.015,-0.2248
2026-01-10 11:00:00,B车型,15,14,1,1.02,1.015,-1.0419
2026-01-10 12:00:00,B车型,15,14,1,1.02,1.0,-1.0315
2026-01-10 13:00:00,B车型,15,15,1,1.02,1.0,-0.3884
2026-01-10 14:00:00,B车型,15,16,3,1.02,1.02,0.0179
2026-01-10 15:00:00,A车型,20,22,1,1.02,1.02,0.9822
2026-01-10 16:00:00,A车型,20,21,3,1.0,1.02,1.038
2026-01-10 17:00:00,A车型,20,21,1,1.0,1.0,0.545
2026-01-10 18:00:00,A车型,20,19,2,1.0,1.0,-0.9731
2026-01-10 19:00:00,A车型,20,19,2,1.0,1.0,-0.9466
2026-01-10 20:00:00,C车型,10,8,3,1.0,1.0,-1.7316
2026-01-10 21:00:00,A车型,20,19,3,1.0,1.0,-0.8729
2026-01-10 22:00:00,A车型,20,19,2,1.0,1.0,-0.6324
2026-01-10 23:00:00,A车型,20,20,2,1.0,1.0,-0.0328
2026-01-11 00:00:00,A车型,20,20,1,0.97,1.0,0.4637
2026-01-11 01:00:00,A车型,20,19,2,0.97,0.98,-0.3624
2026-01-11 02:00:00,A车型,20,18,2,0.97,0.98,-1.0233
2026-01-11 03:00:00,A车型,20,17,2,0.97,0.98,-1.9521
2026-01-11 04:00:00,A车型,20,17,2,0.97,0.98,-2.4108
2026-01-11 05:00:00,A车型,20,16,1,0.97,0.98,-2.6079
2026-01-11 06:00:00,B车型,15,13,3,0.97,1.0,-1.1056
2026-01-11 07:00:00,B车型,15,13,1,0.97,1.0,-1.2425
2026-01-11 08:00:00,B车型,15,14,2,1.02,1.0,-1.0826
2026-01-11 09:00:00,B车型,15,14,3,1.02,1.015,-1.986
2026-01-11 10:00:00,B车型,15,13,2,1.02,1.015,-2.5031
2026-01-11 11:00:00,B车型,15,14,1,1.02,1.015,-1.4562
2026-01-11 12:00:00,B车型,15,15,2,1.02,1.0,-0.0603
2026-01-11 13:00:00,A车型,20,21,2,1.02,1.0,0.7937
2026-01-11 14:00:00,C车型,10,12,3,1.02,1.02,1.6624
2026-01-11 15:00:00,B车型,15,17,1,1.02,1.02,1.2797
2026-01-11 16:00:00,C车型,10,12,1,1.0,1.02,1.9523
2026-01-11 17:00:00,C车型,10,12,2,1.0,1.0,2.0112
2026-01-11 18:00:00,C车型,10,11,1,1.0,1.0,0.9243
2026-01-11 19:00:00,C车型,10,10,2,1.0,1.0,0.3992
2026-01-11 20:00:00,C车型,10,9,1,1.0,1.0,-1.1993
2026-01-11 21:00:00,C车型,10,9,1,1.0,1.0,-0.639
2026-01-11 22:00:00,B车型,15,15,2,1.0,1.0,-0.2225
2026-01-11 23:00:00,B车型,15,15,2,1.0,1.0,-0.0586
2026-01-12 00:00:00,C车型,10,10,1,0.97,1.0,0.4301
2026-01-12 01:00:00,C车型,10,10,2,0.97,0.98,0.2404
2026-01-12 02:00:00,C车型,10,10,1,0.97,0.98,0.6337
2026-01-12 03:00:00,C车型,10,9,2,0.97,0.98,-0.6007
2026-01-12 04:00:00,C车型,10,8,1,0.97,0.98,-1.8465
2026-01-12 05:00:00,B车型,15,12,3,0.97,0.98,-2.4809
2026-01-12 06:00:00,B车型,15,12,2,0.97,1.0,-2.1112
2026-01-12 07:00:00,C车型,10,9,1,0.97,1.0,-0.9961
2026-01-12 08:00:00,C车型,10,9,2,1.02,1.0,-0.7907
2026-01-12 09:00:00,C车型,10,9,3,1.02,1.015,-1.1427
2026-01-12 10:00:00,C车型,10,9,2,1.02,1.015,-1.6039
2026-01-12 11:00:00,B车型,15,15,3,1.02,1.015,-0.9264
2026-01-12 12:00:00,A车型,20,20,1,1.02,1.0,-0.6167
2026-01-12 13:00:00,A车型,20,21,3,1.02,1.0,0.3061
2026-01-12 14:00:00,A车型,20,22,1,1.02,1.02,1.4863
2026-01-12 15:00:00,A车型,20,23,2,1.02,1.02,2.4614
2026-01-12 16:00:00,A车型,20,21,2,1.0,1.02,1.0608
2026-01-12 17:00:00,A车型,20,20,2,1.0,1.0,0.1898
2026-01-12 18:00:00,A车型,20,20,2,1.0,1.0,-0.3528
2026-01-12 19:00:00,A车型,20,20,3,1.0,1.0,-0.3502
2026-01-12 20:00:00,A车型,20,19,3,1.0,1.0,-1.1144
2026-01-12 21:00:00,A车型,20,19,1,1.0,1.0,-0.9414
2026-01-12 22:00:00,C车型,10,10,1,1.0,1.0,-0.0946
2026-01-12 23:00:00,C车型,10,10,1,1.0,1.0,-0.4688
2026-01-13 00:00:00,C车型,10,8,3,0.97,1.0,-1.5061
2026-01-13 01:00:00,C车型,10,9,1,0.97,0.98,-0.6367
2026-01-13 02:00:00,B车型,15,14,3,0.97,0.98,-0.759
2026-01-13 03:00:00,B车型,15,13,1,0.97,0.98,-1.2939
2026-01-13 04:00:00,B车型,15,13,3,0.97,0.98,-1.6306
2026-01-13 05:00:00,B车型,15,12,2,0.97,0.98,-2.3826
2026-01-13 06:00:00,A车型,20,18,2,0.97,1.0,-1.3185
2026-01-13 07:00:00,C车型,10,10,2,0.97,1.0,0.1816
2026-01-13 08:00:00,B车型,15,15,2,1.02,1.0,-0.7716
2026-01-13 09:00:00,C车型,10,8,3,1.02,1.015,-1.9346
2026-01-13 10:00:00,C车型,10,9,1,1.02,1.015,-1.7981
2026-01-13 11:00:00,B车型,15,16,2,1.02,1.015,0.0756
2026-01-13 12:00:00,B车型,15,15,1,1.02,1.0,-0.2282
2026-01-13 13:00:00,B车型,15,14,1,1.02,1.0,-1.5238
2026-01-13 14:00:00,B车型,15,15,3,1.02,1.02,-0.8175
2026-01-13 15:00:00,B车型,15,15,2,1.02,1.02,-0.9082
2026-01-13 16:00:00,B车型,15,14,3,1.0,1.02,-0.9335
2026-01-13 17:00:00,A车型,20,19,3,1.0,1.0,-1.4425
2026-01-13 18:00:00,B车型,15,14,1,1.0,1.0,-1.0458
2026-01-13 19:00:00,B车型,15,15,3,1.0,1.0,0.3856
2026-01-13 20:00:00,B车型,15,15,3,1.0,1.0,-0.2426
2026-01-13 21:00:00,C车型,10,10,3,1.0,1.0,0.4117
2026-01-13 22:00:00,C车型,10,10,1,1.0,1.0,-0.0167
2026-01-13 23:00:00,A车型,20,20,1,1.0,1.0,-0.4705
2026-01-14 00:00:00,A车型,20,17,3,0.97,1.0,-2.2154
2026-01-14 01:00:00,B车型,15,12,3,0.97,0.98,-1.9539
2026-01-14 02:00:00,B车型,15,12,2,0.97,0.98,-1.8706
2026-01-14 03:00:00,B车型,15,13,3,0.97,0.98,-1.1783
2026-01-14 04:00:00,B车型,15,13,2,0.97,0.98,-0.9142
2026-01-14 05:00:00,A车型,20,19,3,0.97,0.98,0.4199
2026-01-14 06:00:00,C车型,10,10,2,0.97,1.0,0.6084
2026-01-14 07:00:00,C车型,10,9,3,0.97,1.0,-0.8372
2026-01-14 08:00:00,C车型,10,11,1,1.02,1.0,0.7968
2026-01-14 09:00:00,C车型,10,13,2,1.02,1.015,2.3128
2026-01-14 10:00:00,C车型,10,12,3,1.02,1.015,1.8647
2026-01-14 11:00:00,C车型,10,11,3,1.02,1.015,0.6978
2026-01-14 12:00:00,C车型,10,11,3,1.02,1.0,0.6813
2026-01-14 13:00:00,C车型,10,11,3,1.02,1.0,1.1824
2026-01-14 14:00:00,C车型,10,12,3,1.02,1.02,1.4057
2026-01-14 15:00:00,C车型,10,12,2,1.02,1.02,1.1227
2026-01-14 16:00:00,A车型,20,20,2,1.0,1.02,-0.2985
2026-01-14 17:00:00,A车型,20,20,2,1.0,1.0,-0.2779
2026-01-14 18:00:00,A车型,20,19,1,1.0,1.0,-0.6798
2026-01-14 19:00:00,A车型,20,20,2,1.0,1.0,-0.0565
2026-01-14 20:00:00,A车型,20,19,1,1.0,1.0,-1.0309
2026-01-14 21:00:00,A车型,20,19,3,1.0,1.0,-1.0096
2026-01-14 22:00:00,A车型,20,21,2,1.0,1.0,0.7132
2026-01-14 23:00:00,B车型,15,15,3,1.0,1.0,0.4851
2026-01-15 00:00:00,B车型,15,17,1,0.97,1.0,2.0802
2026-01-15 01:00:00,B车型,15,14,2,0.97,0.98,-0.0666
2026-01-15 02:00:00,B车型,15,14,1,0.97,0.98,-0.573
2026-01-15 03:00:00,B车型,15,15,3,0.97,0.98,0.246
2026-01-15 04:00:00,B车型,15,14,1,0.97,0.98,0.1946
2026-01-15 05:00:00,B车型,15,14,1,0.97,0.98,-0.0289
2026-01-15 06:00:00,C车型,10,10,1,0.97,1.0,0.0382
2026-01-15 07:00:00,C车型,10,10,3,0.97,1.0,0.6443
2026-01-15 08:00:00,A车型,20,21,2,1.02,1.0,0.1052
2026-01-15 09:00:00,A车型,20,22,2,1.02,1.015,1.0004
2026-01-15 10:00:00,A车型,20,20,2,1.02,1.015,-0.2698
2026-01-15 11:00:00,A车型,20,20,1,1.02,1.015,-1.2013
2026-01-15 12:00:00,A车型,20,19,3,1.02,1.0,-1.1315
2026-01-15 13:00:00,B车型,15,15,2,1.02,1.0,-0.0407
2026-01-15 14:00:00,C车型,10,10,3,1.02,1.02,-0.6972
2026-01-15 15:00:00,A车型,20,19,2,1.02,1.02,-2.1766
2026-01-15 16:00:00,B车型,15,12,1,1.0,1.02,-3.6346
2026-01-15 17:00:00,B车型,15,13,3,1.0,1.0,-1.8448
2026-01-15 18:00:00,C车型,10,9,2,1.0,1.0,-1.4331
2026-01-15 19:00:00,C车型,10,8,1,1.0,1.0,-1.8417
2026-01-15 20:00:00,B车型,15,13,3,1.0,1.0,-2.1343
2026-01-15 21:00:00,B车型,15,14,3,1.0,1.0,-0.7374
2026-01-15 22:00:00,C车型,10,11,3,1.0,1.0,0.5368
2026-01-15 23:00:00,C车型,10,10,3,1.0,1.0,0.484
2026-01-16 00:00:00,A车型,20,19,3,0.97,1.0,-0.8198
2026-01-16 01:00:00,A车型,20,18,2,0.97,0.98,-0.8082
2026-01-16 02:00:00,A车型,20,19,3,0.97,0.98,-0.2084
2026-01-16 03:00:00,A车型,20,18,1,0.97,0.98,-0.9804
2026-01-16 04:00:00,A车型,20,18,3,0.97,0.98,-0.8877
2026-01-16 05:00:00,A车型,20,17,3,0.97,0.98,-2.5041
2026-01-16 06:00:00,A车型,20,19,2,0.97,1.0,-0.4136
2026-01-16 07:00:00,A车型,20,18,1,0.97,1.0,-1.2202
2026-01-16 08:00:00,A车型,20,19,3,1.02,1.0,-1.4241
2026-01-16 09:00:00,C车型,10,10,2,1.02,1.015,-0.5804
2026-01-16 10:00:00,C车型,10,10,2,1.02,1.015,0.1215
2026-01-16 11:00:00,C车型,10,11,2,1.02,1.015,1.0624
2026-01-16 12:00:00,C车型,10,12,2,1.02,1.0,1.5428
2026-01-16 13:00:00,A车型,20,21,1,1.02,1.0,0.1918
2026-01-16 14:00:00,B车型,15,16,1,1.02,1.02,0.6466
2026-01-16 15:00:00,C车型,10,10,3,1.02,1.02,-0.8277
2026-01-16 16:00:00,A车型,20,20,1,1.0,1.02,-0.1843
2026-01-16 17:00:00,A车型,20,20,3,1.0,1.0,0.2245
2026-01-16 18:00:00,A车型,20,20,3,1.0,1.0,-0.0339
2026-01-16 19:00:00,C车型,10,10,2,1.0,1.0,0.1465
2026-01-16 20:00:00,C车型,10,10,1,1.0,1.0,0.3702
2026-01-16 21:00:00,C车型,10,10,2,1.0,1.0,-0.1613
2026-01-16 22:00:00,C车型,10,11,3,1.0,1.0,0.5557
2026-01-16 23:00:00,C车型,10,12,1,1.0,1.0,2.1706
2026-01-17 00:00:00,C车型,10,13,3,0.97,1.0,3.1604
2026-01-17 01:00:00,B车型,15,17,3,0.97,0.98,2.4805
2026-01-17 02:00:00,B车型,15,16,3,0.97,0.98,1.9079
2026-01-17 03:00:00,C车型,10,11,2,0.97,0.98,1.1869
2026-01-17 04:00:00,C车型,10,11,1,0.97,0.98,1.3356
